user_id,age_group,education_level,employment_status,financial_knowledge_level,saving_habit,debt_experience,investment_experience,financial_behavior_level,financial_attitude_level,learning_goal,sex,risk,activity
U0444,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U0445,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0446,25-34,universidad,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0447,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0448,25-34,universidad,empleado,alto,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.7749999999999999
U0449,25-34,bachillerato,desempleado,medio,ocasional,baja,ninguna,medio,alto,ahorrar,mujer,0.4,0.45
U0450,25-34,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U0451,18-24,universidad,desempleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.775
U0452,18-24,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U0453,25-34,posgrado,empleado,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.7749999999999999
U0454,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0455,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.7749999999999999
U0456,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0457,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U0458,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0459,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0460,18-24,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.8749999999999999
U0461,18-24,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.85
U0462,18-24,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.8749999999999999
U0463,18-24,universidad,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.65
U0464,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0465,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0466,18-24,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.8749999999999999
U0467,25-34,posgrado,desempleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.675
U0468,18-24,posgrado,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,mujer,0.325,0.85
U0469,18-24,bachillerato,estudiante,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.625
U0470,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0471,18-24,secundaria,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.85
U0472,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0473,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0474,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0475,18-24,bachillerato,estudiante,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.85
U0476,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.675
U0477,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0478,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0479,18-24,universidad,desempleado,bajo,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.775
U0480,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0481,18-24,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U0482,18-24,universidad,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,presupuestar,hombre,0.4,0.625
U0483,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0484,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0485,25-34,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0486,18-24,secundaria,estudiante,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.85
U0487,25-34,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.75
U0488,18-24,posgrado,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0489,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0490,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.45
U0491,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.675
U0492,18-24,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.8749999999999999
U0493,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U0494,18-24,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.8749999999999999
U0495,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U0496,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0497,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U0498,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0499,18-24,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0500,25-34,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.7749999999999999
U0501,18-24,universidad,desempleado,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.775
U0502,25-34,secundaria,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.55
U0503,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0504,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0505,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.55
U0506,18-24,universidad,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,presupuestar,hombre,0.4,0.625
U0507,18-24,secundaria,desempleado,medio,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.775
U0508,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0509,18-24,bachillerato,estudiante,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,hombre,0.25,0.85
U0510,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0511,18-24,secundaria,estudiante,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.85
U0512,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0513,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0514,18-24,secundaria,estudiante,bajo,ocasional,baja,ninguna,medio,medio,ahorrar,mujer,0.325,0.625
U0515,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0516,25-34,bachillerato,desempleado,medio,ocasional,baja,ninguna,medio,alto,planificar finanzas,hombre,0.4,0.45
U0517,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0518,18-24,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.8749999999999999
U0519,18-24,posgrado,empleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.8749999999999999
U0520,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.8749999999999999
U0521,18-24,universidad,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,presupuestar,hombre,0.4,0.625
U0522,18-24,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.8749999999999999
U0523,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0524,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U0525,18-24,posgrado,desempleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.775
U0526,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U0527,25-34,posgrado,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U0528,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U0529,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0530,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,mujer,0.30000000000000004,0.7749999999999999
U0531,25-34,universidad,empleado,medio,frecuente,ninguna,básica,alto,medio,prepararse para invertir,hombre,0.75,0.7749999999999999
U0532,25-34,posgrado,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.55
U0533,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0534,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0535,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.45
U0536,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0537,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0538,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U0539,25-34,bachillerato,desempleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,mujer,0.725,0.675
U0540,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0541,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0542,18-24,posgrado,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U0543,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0544,25-34,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.75
U0545,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0546,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0547,25-34,universidad,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,mujer,0.725,0.7749999999999999
U0548,18-24,universidad,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,ahorrar,hombre,0.4,0.625
U0549,18-24,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U0550,25-34,posgrado,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.55
U0551,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U0552,25-34,secundaria,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0553,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0554,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0555,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,mujer,0.325,0.85
U0556,18-24,posgrado,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0557,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U0558,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.7749999999999999
U0559,18-24,universidad,estudiante,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.85
U0560,18-24,bachillerato,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,presupuestar,hombre,0.4,0.625
U0561,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0562,25-34,bachillerato,desempleado,medio,ocasional,ninguna,ninguna,medio,medio,ahorrar,mujer,0.325,0.45
U0563,25-34,bachillerato,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,ahorrar,hombre,0.4,0.525
U0564,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.55
U0565,18-24,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.8749999999999999
U0566,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.55
U0567,25-34,bachillerato,empleado,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.7749999999999999
U0568,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0569,18-24,bachillerato,desempleado,medio,ocasional,baja,ninguna,medio,medio,presupuestar,hombre,0.325,0.55
U0570,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0571,18-24,bachillerato,empleado,medio,frecuente,baja,básica,alto,medio,prepararse para invertir,hombre,0.75,0.8749999999999999
U0572,25-34,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U0573,18-24,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,mujer,0.30000000000000004,0.8749999999999999
U0574,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0575,25-34,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0576,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0577,18-24,secundaria,empleado,bajo,frecuente,baja,ninguna,alto,bajo,presupuestar,hombre,0.25,0.8749999999999999
U0578,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0579,25-34,posgrado,desempleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.675
U0580,18-24,secundaria,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0581,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0582,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.7749999999999999
U0583,18-24,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.8749999999999999
U0584,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0585,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,mujer,0.30000000000000004,0.55
U0586,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0587,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0588,25-34,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.75
U0589,18-24,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.8749999999999999
U0590,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.675
U0591,25-34,bachillerato,empleado,alto,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.7749999999999999
U0592,25-34,bachillerato,desempleado,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.675
U0593,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0594,18-24,posgrado,estudiante,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.625
U0595,18-24,universidad,estudiante,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,hombre,0.25,0.85
U0596,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0597,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0598,18-24,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.8749999999999999
U0599,25-34,universidad,desempleado,,ocasional,ninguna,básica,medio,,prepararse para invertir,hombre,0.725,0.45
U0600,18-24,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.85
U0601,18-24,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.8749999999999999
U0602,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,mujer,0.325,0.7749999999999999
U0603,18-24,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.8749999999999999
U0604,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0605,18-24,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.8749999999999999
U0606,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0607,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0608,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0609,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0610,25-34,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.75
U0611,25-34,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.75
U0612,18-24,bachillerato,estudiante,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,hombre,0.25,0.85
U0613,25-34,posgrado,empleado,medio,ocasional,ninguna,ninguna,medio,alto,planificar finanzas,hombre,0.4,0.55
U0614,18-24,bachillerato,estudiante,medio,ocasional,ninguna,ninguna,medio,medio,planificar finanzas,hombre,0.325,0.625
U0615,25-34,secundaria,desempleado,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.675
U0616,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.45
U0617,25-34,secundaria,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.75
U0618,18-24,bachillerato,desempleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,mujer,0.325,0.775
U0619,25-34,posgrado,desempleado,bajo,frecuente,baja,ninguna,alto,medio,planificar finanzas,mujer,0.325,0.675
U0620,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0621,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0622,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U0623,25-34,universidad,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.675
U0624,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0625,18-24,bachillerato,estudiante,bajo,ocasional,baja,ninguna,medio,bajo,presupuestar,mujer,0.25,0.625
U0626,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0627,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U0628,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0629,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0630,18-24,bachillerato,desempleado,bajo,ocasional,media,ninguna,medio,bajo,entender deuda,hombre,0.25,0.55
U0631,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0632,18-24,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.85
U0633,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0634,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0635,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0636,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0637,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0638,18-24,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.8749999999999999
U0639,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0640,25-34,universidad,desempleado,medio,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.675
U0641,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.55
U0642,18-24,secundaria,desempleado,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,mujer,0.25,0.775
U0643,18-24,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.85
U0644,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0645,18-24,secundaria,empleado,medio,frecuente,baja,ninguna,alto,alto,presupuestar,mujer,0.4,0.8749999999999999
U0646,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U0647,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0648,25-34,posgrado,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.7749999999999999
U0649,25-34,secundaria,empleado,,ocasional,ninguna,básica,medio,,prepararse para invertir,hombre,0.725,0.55
U0650,25-34,primaria,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0651,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0652,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0653,25-34,posgrado,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U0654,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.45
U0655,25-34,universidad,desempleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.675
U0656,18-24,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.8749999999999999
U0657,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0658,18-24,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.8749999999999999
U0659,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0660,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0661,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U0662,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U0663,18-24,primaria,estudiante,medio,ocasional,baja,ninguna,medio,medio,ahorrar,hombre,0.325,0.625
U0664,18-24,universidad,estudiante,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,mujer,0.25,0.85
U0665,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.45
