interaction_id,user_id,content_id,topic,affinity,completion,relevant,event,score,timestamp
I04522,U0377,C837,fraude,0.7,0,0,viewed,0.1363,2025-02-02:00:00
I04523,U0377,C368,fraude,0.7,1,1,completed,0.7436,2025-03-04:00:00
I04524,U0377,C258,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I04525,U0377,C720,ahorro,1.0,1,1,completed,1.0,2025-05-08:00:00
I04526,U0377,C491,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I04527,U0377,C732,ahorro,1.0,1,1,completed,1.0,2025-07-12:00:00
I04528,U0377,C758,interes,0.8,1,1,completed,0.9464,2025-08-14:00:00
I04529,U0377,C594,interes,0.8,1,1,completed,0.9059,2025-09-16:00:00
I04530,U0377,C698,inflacion,0.9,1,1,quiz_passed,0.9101,2025-10-18:00:00
I04531,U0377,C963,inflacion,0.9,0,0,viewed,0.0971,2025-11-20:00:00
I04532,U0377,C878,planificacion,0.8,1,1,quiz_passed,0.9232,2025-12-22:00:00
I04533,U0378,C483,diversificacion,0.05,0,0,disliked,0.0659,2025-01-00:00:00
I04534,U0378,C797,ahorro,0.7,1,1,completed,0.8277,2025-02-02:00:00
I04535,U0378,C723,riesgo,0.1,0,0,viewed,0.1064,2025-03-04:00:00
I04536,U0378,C697,inflacion,0.3,1,0,quiz_passed,0.3236,2025-04-06:00:00
I04537,U0378,C207,cuentas bancarias,0.3,1,0,quiz_passed,0.4188,2025-05-08:00:00
I04538,U0378,C363,interes,0.4,1,0,completed,0.4468,2025-06-10:00:00
I04539,U0378,C224,deuda,0.1,1,0,completed,0.1522,2025-07-12:00:00
I04540,U0378,C231,fraude,0.7,1,1,completed,0.7942,2025-08-14:00:00
I04541,U0378,C430,inflacion,0.3,0,0,viewed,0.081,2025-09-16:00:00
I04542,U0378,C490,fraude,0.7,1,1,completed,0.8168,2025-10-18:00:00
I04543,U0378,C914,planificacion,0.8,1,1,quiz_passed,0.8838,2025-11-20:00:00
I04544,U0378,C593,ahorro,0.7,1,1,completed,0.7434,2025-12-22:00:00
I04545,U0379,C555,hipotecas,0.7,1,1,completed,0.7152,2025-01-00:00:00
I04546,U0379,C442,credito,0.1,0,0,viewed,0.0059,2025-02-02:00:00
I04547,U0379,C954,inversion,0.45,1,0,completed,0.5971,2025-03-04:00:00
I04548,U0379,C316,cuentas bancarias,1.0,1,1,completed,1.0,2025-04-06:00:00
I04549,U0379,C837,ahorro,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I04550,U0379,C703,hipotecas,0.7,1,1,quiz_passed,0.8407,2025-06-10:00:00
I04551,U0379,C970,interes,0.8,1,1,quiz_passed,0.9079,2025-07-12:00:00
I04552,U0379,C391,cuentas bancarias,1.0,0,0,viewed,0.0247,2025-08-14:00:00
I04553,U0379,C882,interes,0.8,1,1,completed,0.8752,2025-09-16:00:00
I04554,U0379,C697,inflacion,0.3,1,0,completed,0.4177,2025-10-18:00:00
I04555,U0379,C864,fraude,0.7,1,1,quiz_passed,0.8009,2025-11-20:00:00
I04556,U0379,C760,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I04557,U0380,C345,planificacion,0.8,1,1,quiz_passed,0.8077,2025-01-00:00:00
I04558,U0380,C940,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I04559,U0380,C343,ahorro,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I04560,U0380,C646,credito,0.1,0,0,viewed,0.062,2025-04-06:00:00
I04561,U0380,C573,planificacion,0.8,0,0,viewed,0.1023,2025-05-08:00:00
I04562,U0380,C470,inversion,0.45,0,0,viewed,0.085,2025-06-10:00:00
I04563,U0380,C987,cuentas bancarias,1.0,1,1,completed,1.0,2025-07-12:00:00
I04564,U0380,C833,hipotecas,0.7,1,1,completed,0.7828,2025-08-14:00:00
I04565,U0380,C680,deuda,0.1,1,0,completed,0.2212,2025-09-16:00:00
I04566,U0380,C349,planificacion,0.8,1,1,completed,0.9206,2025-10-18:00:00
I04567,U0380,C603,fraude,0.7,1,1,quiz_passed,0.7026,2025-11-20:00:00
I04568,U0380,C848,cuentas bancarias,1.0,0,0,viewed,0.1156,2025-12-22:00:00
I04569,U0381,C979,cuentas bancarias,1.0,0,0,viewed,0.038,2025-01-00:00:00
I04570,U0381,C469,inversion,0.45,1,0,completed,0.5123,2025-02-02:00:00
I04571,U0381,C480,fraude,0.7,1,1,quiz_passed,0.7244,2025-03-04:00:00
I04572,U0381,C826,interes,0.8,1,1,quiz_passed,0.8224,2025-04-06:00:00
I04573,U0381,C675,hipotecas,0.7,1,1,completed,0.8292,2025-05-08:00:00
I04574,U0381,C568,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I04575,U0381,C982,planificacion,0.8,1,1,quiz_passed,0.8743,2025-07-12:00:00
I04576,U0381,C423,cuentas bancarias,1.0,0,0,viewed,0.0288,2025-08-14:00:00
I04577,U0381,C666,riesgo,0.1,0,0,disliked,0.0352,2025-09-16:00:00
I04578,U0381,C876,fraude,0.7,1,1,completed,0.8056,2025-10-18:00:00
I04579,U0381,C207,riesgo,0.1,1,0,completed,0.212,2025-11-20:00:00
I04580,U0381,C165,interes,0.8,1,1,completed,0.8453,2025-12-22:00:00
I04581,U0382,C420,hipotecas,0.1,1,0,quiz_passed,0.1575,2025-01-00:00:00
I04582,U0382,C309,fraude,0.7,1,1,quiz_passed,0.7472,2025-02-02:00:00
I04583,U0382,C992,planificacion,0.8,1,1,quiz_passed,0.8024,2025-03-04:00:00
I04584,U0382,C262,deuda,0.1,1,0,quiz_passed,0.1998,2025-04-06:00:00
I04585,U0382,C567,fraude,0.7,0,0,viewed,0.1475,2025-05-08:00:00
I04586,U0382,C457,ahorro,0.7,1,1,quiz_passed,0.7146,2025-06-10:00:00
I04587,U0382,C949,planificacion,0.8,1,1,quiz_passed,0.9286,2025-07-12:00:00
I04588,U0382,C325,tarjetas,0.2,1,0,quiz_passed,0.2982,2025-08-14:00:00
I04589,U0382,C695,fraude,0.7,1,1,quiz_passed,0.7005,2025-09-16:00:00
I04590,U0382,C765,ahorro,0.7,0,0,viewed,0.063,2025-10-18:00:00
I04591,U0382,C652,inflacion,0.3,1,0,quiz_passed,0.4145,2025-11-20:00:00
I04592,U0382,C764,fraude,0.7,1,1,completed,0.711,2025-12-22:00:00
I04593,U0383,C279,planificacion,0.8,1,1,quiz_passed,0.8785,2025-01-00:00:00
I04594,U0383,C428,planificacion,0.8,1,1,quiz_passed,0.9008,2025-02-02:00:00
I04595,U0383,C792,inflacion,0.3,0,0,viewed,0.0205,2025-03-04:00:00
I04596,U0383,C795,fraude,0.7,1,1,quiz_passed,0.7184,2025-04-06:00:00
I04597,U0383,C797,interes,0.4,1,0,completed,0.4068,2025-05-08:00:00
I04598,U0383,C343,planificacion,0.8,1,1,completed,0.8015,2025-06-10:00:00
I04599,U0383,C843,fraude,0.7,1,1,completed,0.8344,2025-07-12:00:00
I04600,U0383,C380,fraude,0.7,1,1,quiz_passed,0.7886,2025-08-14:00:00
I04601,U0383,C366,ahorro,0.7,1,1,completed,0.8062,2025-09-16:00:00
I04602,U0383,C906,cuentas bancarias,0.3,1,0,quiz_passed,0.3976,2025-10-18:00:00
I04603,U0383,C642,tarjetas,0.2,0,0,viewed,0.0517,2025-11-20:00:00
I04604,U0383,C249,planificacion,0.8,0,0,viewed,0.0616,2025-12-22:00:00
I04605,U0384,C830,fraude,0.7,1,1,completed,0.7404,2025-01-00:00:00
I04606,U0384,C104,ahorro,1.0,1,1,completed,1.0,2025-02-02:00:00
I04607,U0384,C123,interes,0.8,1,1,completed,0.839,2025-03-04:00:00
I04608,U0384,C159,ahorro,1.0,1,1,completed,1.0,2025-04-06:00:00
I04609,U0384,C695,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I04610,U0384,C255,inflacion,0.3,1,0,completed,0.349,2025-06-10:00:00
I04611,U0384,C751,inflacion,0.3,0,0,viewed,0.1286,2025-07-12:00:00
I04612,U0384,C154,cuentas bancarias,1.0,1,1,completed,1.0,2025-08-14:00:00
I04613,U0384,C628,fraude,0.7,1,1,completed,0.7112,2025-09-16:00:00
I04614,U0384,C422,tarjetas,0.2,0,0,viewed,0.0369,2025-10-18:00:00
I04615,U0384,C127,ahorro,1.0,1,1,completed,1.0,2025-11-20:00:00
I04616,U0384,C968,inflacion,0.3,0,0,viewed,0.0103,2025-12-22:00:00
I04617,U0385,C657,fraude,0.7,1,1,quiz_passed,0.8225,2025-01-00:00:00
I04618,U0385,C187,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I04619,U0385,C532,planificacion,0.8,1,1,quiz_passed,0.9265,2025-03-04:00:00
I04620,U0385,C317,interes,0.8,1,1,quiz_passed,0.8814,2025-04-06:00:00
I04621,U0385,C887,ahorro,1.0,1,1,completed,1.0,2025-05-08:00:00
I04622,U0385,C711,fraude,0.7,1,1,completed,0.8449,2025-06-10:00:00
I04623,U0385,C427,fraude,0.7,1,1,quiz_passed,0.7112,2025-07-12:00:00
I04624,U0385,C628,inversion,0.45,1,0,quiz_passed,0.4975,2025-08-14:00:00
I04625,U0385,C683,interes,0.8,0,0,viewed,0.101,2025-09-16:00:00
I04626,U0385,C174,ahorro,1.0,1,1,completed,1.0,2025-10-18:00:00
I04627,U0385,C103,ahorro,1.0,0,0,viewed,0.0094,2025-11-20:00:00
I04628,U0385,C266,hipotecas,0.7,1,1,quiz_passed,0.7526,2025-12-22:00:00
I04629,U0386,C274,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I04630,U0386,C530,planificacion,0.8,1,1,completed,0.882,2025-02-02:00:00
I04631,U0386,C112,credito,0.1,0,0,viewed,0.067,2025-03-04:00:00
I04632,U0386,C170,planificacion,0.8,1,1,completed,0.9254,2025-04-06:00:00
I04633,U0386,C371,inflacion,0.3,1,0,completed,0.3783,2025-05-08:00:00
I04634,U0386,C514,interes,0.8,1,1,quiz_passed,0.9442,2025-06-10:00:00
I04635,U0386,C365,interes,0.8,1,1,completed,0.9212,2025-07-12:00:00
I04636,U0386,C426,interes,0.8,1,1,completed,0.8951,2025-08-14:00:00
I04637,U0386,C864,planificacion,0.8,1,1,quiz_passed,0.8592,2025-09-16:00:00
I04638,U0386,C897,ahorro,1.0,1,1,completed,1.0,2025-10-18:00:00
I04639,U0386,C698,hipotecas,0.7,1,1,quiz_passed,0.8272,2025-11-20:00:00
I04640,U0386,C412,ahorro,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I04641,U0387,C818,hipotecas,0.7,1,1,completed,0.8376,2025-01-00:00:00
I04642,U0387,C865,ahorro,1.0,1,1,completed,1.0,2025-02-02:00:00
I04643,U0387,C195,ahorro,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I04644,U0387,C341,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I04645,U0387,C997,diversificacion,1.0,1,1,completed,1.0,2025-05-08:00:00
I04646,U0387,C269,diversificacion,1.0,0,0,viewed,0.143,2025-06-10:00:00
I04647,U0387,C721,hipotecas,0.7,0,0,viewed,0.1473,2025-07-12:00:00
I04648,U0387,C339,inversion,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I04649,U0387,C553,fraude,0.7,0,0,viewed,0.1,2025-09-16:00:00
I04650,U0387,C126,interes,0.8,1,1,quiz_passed,0.8699,2025-10-18:00:00
I04651,U0387,C206,inversion,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I04652,U0387,C895,inversion,1.0,0,0,disliked,0.098,2025-12-22:00:00
I04653,U0388,C608,tarjetas,0.2,0,0,viewed,0.027,2025-01-00:00:00
I04654,U0388,C674,hipotecas,0.7,1,1,completed,0.7604,2025-02-02:00:00
I04655,U0388,C589,hipotecas,0.7,1,1,quiz_passed,0.7623,2025-03-04:00:00
I04656,U0388,C558,inflacion,0.3,0,0,viewed,0.1498,2025-04-06:00:00
I04657,U0388,C564,cuentas bancarias,1.0,1,1,completed,1.0,2025-05-08:00:00
I04658,U0388,C223,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I04659,U0388,C791,hipotecas,0.7,1,1,quiz_passed,0.8046,2025-07-12:00:00
I04660,U0388,C422,fraude,0.7,1,1,completed,0.7384,2025-08-14:00:00
I04661,U0388,C572,ahorro,1.0,0,0,viewed,0.0861,2025-09-16:00:00
I04662,U0388,C527,tarjetas,0.2,0,0,disliked,0.044,2025-10-18:00:00
I04663,U0388,C326,cuentas bancarias,1.0,1,1,completed,1.0,2025-11-20:00:00
I04664,U0388,C103,planificacion,0.8,0,0,viewed,0.1183,2025-12-22:00:00
I04665,U0389,C474,tarjetas,0.8,1,1,completed,0.8973,2025-01-00:00:00
I04666,U0389,C670,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I04667,U0389,C712,interes,0.8,0,0,disliked,0.0538,2025-03-04:00:00
I04668,U0389,C946,tarjetas,0.8,1,1,completed,0.9412,2025-04-06:00:00
I04669,U0389,C845,ahorro,1.0,1,1,completed,1.0,2025-05-08:00:00
I04670,U0389,C327,tarjetas,0.8,1,1,completed,0.8679,2025-06-10:00:00
I04671,U0389,C861,interes,0.8,1,1,completed,0.8218,2025-07-12:00:00
I04672,U0389,C133,cuentas bancarias,1.0,1,1,completed,1.0,2025-08-14:00:00
I04673,U0389,C729,interes,0.8,1,1,completed,0.9078,2025-09-16:00:00
I04674,U0389,C180,ahorro,1.0,1,1,completed,1.0,2025-10-18:00:00
I04675,U0389,C713,prestamos,1.0,1,1,completed,1.0,2025-11-20:00:00
I04676,U0389,C554,tarjetas,0.8,0,0,viewed,0.0257,2025-12-22:00:00
I04677,U0390,C373,interes,0.4,0,0,viewed,0.0126,2025-01-00:00:00
I04678,U0390,C206,ahorro,0.7,1,1,quiz_passed,0.7776,2025-02-02:00:00
I04679,U0390,C837,cuentas bancarias,0.3,0,0,viewed,0.0737,2025-03-04:00:00
I04680,U0390,C774,credito,0.1,0,0,viewed,0.0352,2025-04-06:00:00
I04681,U0390,C421,ahorro,0.7,0,0,viewed,0.1025,2025-05-08:00:00
I04682,U0390,C636,credito,0.1,0,0,viewed,0.0435,2025-06-10:00:00
I04683,U0390,C537,interes,0.4,1,0,quiz_passed,0.4865,2025-07-12:00:00
I04684,U0390,C493,fraude,0.7,1,1,completed,0.7561,2025-08-14:00:00
I04685,U0390,C659,planificacion,0.8,1,1,quiz_passed,0.9112,2025-09-16:00:00
I04686,U0390,C556,ahorro,0.7,0,0,viewed,0.0486,2025-10-18:00:00
I04687,U0390,C516,fraude,0.7,0,0,viewed,0.0349,2025-11-20:00:00
I04688,U0390,C762,cuentas bancarias,0.3,0,0,viewed,0.0535,2025-12-22:00:00
I04689,U0391,C104,interes,0.8,1,1,completed,0.9103,2025-01-00:00:00
I04690,U0391,C367,fraude,0.7,0,0,viewed,0.1199,2025-02-02:00:00
I04691,U0391,C832,ahorro,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I04692,U0391,C151,planificacion,0.8,1,1,quiz_passed,0.8344,2025-04-06:00:00
I04693,U0391,C117,hipotecas,0.7,1,1,quiz_passed,0.825,2025-05-08:00:00
I04694,U0391,C658,hipotecas,0.7,1,1,completed,0.7296,2025-06-10:00:00
I04695,U0391,C589,hipotecas,0.7,1,1,completed,0.7657,2025-07-12:00:00
I04696,U0391,C841,riesgo,0.1,1,0,completed,0.1274,2025-08-14:00:00
I04697,U0391,C890,tarjetas,0.2,1,0,quiz_passed,0.3117,2025-09-16:00:00
I04698,U0391,C755,planificacion,0.8,1,1,completed,0.8641,2025-10-18:00:00
I04699,U0391,C331,fraude,0.7,1,1,completed,0.7717,2025-11-20:00:00
I04700,U0391,C140,ahorro,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I04701,U0392,C868,interes,0.8,1,1,quiz_passed,0.8361,2025-01-00:00:00
I04702,U0392,C718,interes,0.8,1,1,quiz_passed,0.8308,2025-02-02:00:00
I04703,U0392,C350,hipotecas,0.7,1,1,completed,0.7824,2025-03-04:00:00
I04704,U0392,C327,interes,0.8,1,1,completed,0.8625,2025-04-06:00:00
I04705,U0392,C253,interes,0.8,1,1,quiz_passed,0.9055,2025-05-08:00:00
I04706,U0392,C642,interes,0.8,1,1,quiz_passed,0.8883,2025-06-10:00:00
I04707,U0392,C687,fraude,0.7,1,1,quiz_passed,0.8286,2025-07-12:00:00
I04708,U0392,C173,planificacion,0.8,1,1,quiz_passed,0.9454,2025-08-14:00:00
I04709,U0392,C355,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I04710,U0392,C469,hipotecas,0.7,1,1,quiz_passed,0.8353,2025-10-18:00:00
I04711,U0392,C657,tarjetas,0.2,0,0,viewed,0.0977,2025-11-20:00:00
I04712,U0392,C964,inflacion,0.3,0,0,disliked,0.0659,2025-12-22:00:00
I04713,U0393,C727,hipotecas,0.7,1,1,quiz_passed,0.8418,2025-01-00:00:00
I04714,U0393,C748,cuentas bancarias,1.0,1,1,completed,1.0,2025-02-02:00:00
I04715,U0393,C783,inversion,0.45,0,0,viewed,0.0796,2025-03-04:00:00
I04716,U0393,C184,cuentas bancarias,1.0,1,1,completed,1.0,2025-04-06:00:00
I04717,U0393,C504,interes,0.8,0,0,viewed,0.1425,2025-05-08:00:00
I04718,U0393,C754,tarjetas,0.2,1,0,quiz_passed,0.316,2025-06-10:00:00
I04719,U0393,C673,planificacion,0.8,1,1,quiz_passed,0.8043,2025-07-12:00:00
I04720,U0393,C710,ahorro,1.0,1,1,completed,1.0,2025-08-14:00:00
I04721,U0393,C229,tarjetas,0.2,0,0,viewed,0.0056,2025-09-16:00:00
I04722,U0393,C557,tarjetas,0.2,0,0,viewed,0.1355,2025-10-18:00:00
I04723,U0393,C115,interes,0.8,0,0,viewed,0.1018,2025-11-20:00:00
I04724,U0393,C436,prestamos,0.1,1,0,completed,0.1795,2025-12-22:00:00
I04725,U0394,C404,planificacion,0.8,0,0,viewed,0.1048,2025-01-00:00:00
I04726,U0394,C342,cuentas bancarias,1.0,0,0,viewed,0.1339,2025-02-02:00:00
I04727,U0394,C714,hipotecas,0.7,1,1,completed,0.7427,2025-03-04:00:00
I04728,U0394,C117,ahorro,1.0,1,1,completed,1.0,2025-04-06:00:00
I04729,U0394,C254,interes,0.8,1,1,completed,0.922,2025-05-08:00:00
I04730,U0394,C458,planificacion,0.8,1,1,quiz_passed,0.8105,2025-06-10:00:00
I04731,U0394,C582,hipotecas,0.7,0,0,viewed,0.128,2025-07-12:00:00
I04732,U0394,C242,ahorro,1.0,0,0,viewed,0.0234,2025-08-14:00:00
I04733,U0394,C330,hipotecas,0.7,1,1,quiz_passed,0.7756,2025-09-16:00:00
I04734,U0394,C723,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I04735,U0394,C381,interes,0.8,1,1,completed,0.884,2025-11-20:00:00
I04736,U0394,C195,planificacion,0.8,0,0,viewed,0.1195,2025-12-22:00:00
I04737,U0395,C334,hipotecas,0.7,1,1,completed,0.8056,2025-01-00:00:00
I04738,U0395,C664,inversion,1.0,1,1,completed,1.0,2025-02-02:00:00
I04739,U0395,C530,diversificacion,1.0,0,0,viewed,0.0236,2025-03-04:00:00
I04740,U0395,C400,planificacion,0.8,1,1,completed,0.8395,2025-04-06:00:00
I04741,U0395,C810,diversificacion,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I04742,U0395,C579,hipotecas,0.7,1,1,quiz_passed,0.8354,2025-06-10:00:00
I04743,U0395,C693,interes,0.8,1,1,quiz_passed,0.8732,2025-07-12:00:00
I04744,U0395,C390,ahorro,1.0,0,0,viewed,0.0295,2025-08-14:00:00
I04745,U0395,C339,fraude,0.7,1,1,quiz_passed,0.8101,2025-09-16:00:00
I04746,U0395,C893,hipotecas,0.7,0,0,viewed,0.1032,2025-10-18:00:00
I04747,U0395,C997,riesgo,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I04748,U0395,C709,ahorro,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I04749,U0396,C741,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I04750,U0396,C679,prestamos,0.1,0,0,viewed,0.1094,2025-02-02:00:00
I04751,U0396,C982,fraude,0.7,1,1,completed,0.7202,2025-03-04:00:00
I04752,U0396,C672,hipotecas,0.7,1,1,completed,0.7901,2025-04-06:00:00
I04753,U0396,C696,cuentas bancarias,1.0,1,1,completed,1.0,2025-05-08:00:00
I04754,U0396,C901,planificacion,0.8,1,1,quiz_passed,0.8409,2025-06-10:00:00
I04755,U0396,C798,fraude,0.7,1,1,quiz_passed,0.8334,2025-07-12:00:00
I04756,U0396,C518,planificacion,0.8,1,1,completed,0.8876,2025-08-14:00:00
I04757,U0396,C123,fraude,0.7,1,1,completed,0.8028,2025-09-16:00:00
I04758,U0396,C614,interes,0.8,1,1,completed,0.8885,2025-10-18:00:00
I04759,U0396,C670,hipotecas,0.7,0,0,viewed,0.1406,2025-11-20:00:00
I04760,U0396,C369,hipotecas,0.7,1,1,completed,0.7742,2025-12-22:00:00
I04761,U0397,C435,fraude,0.7,1,1,completed,0.8187,2025-01-00:00:00
I04762,U0397,C664,hipotecas,0.7,1,1,quiz_passed,0.7938,2025-02-02:00:00
I04763,U0397,C197,inflacion,0.3,1,0,quiz_passed,0.3422,2025-03-04:00:00
I04764,U0397,C213,inversion,0.45,0,0,viewed,0.1316,2025-04-06:00:00
I04765,U0397,C691,interes,0.8,1,1,quiz_passed,0.9268,2025-05-08:00:00
I04766,U0397,C242,ahorro,1.0,1,1,completed,1.0,2025-06-10:00:00
I04767,U0397,C772,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I04768,U0397,C130,ahorro,1.0,1,1,completed,1.0,2025-08-14:00:00
I04769,U0397,C558,cuentas bancarias,1.0,1,1,completed,1.0,2025-09-16:00:00
I04770,U0397,C871,hipotecas,0.7,0,0,viewed,0.0914,2025-10-18:00:00
I04771,U0397,C265,planificacion,0.8,1,1,completed,0.9006,2025-11-20:00:00
I04772,U0397,C569,inflacion,0.3,1,0,completed,0.4101,2025-12-22:00:00
I04773,U0398,C169,inversion,0.45,0,0,viewed,0.0285,2025-01-00:00:00
I04774,U0398,C104,hipotecas,0.7,0,0,viewed,0.1281,2025-02-02:00:00
I04775,U0398,C239,fraude,0.7,1,1,quiz_passed,0.7774,2025-03-04:00:00
I04776,U0398,C660,fraude,0.7,1,1,completed,0.8177,2025-04-06:00:00
I04777,U0398,C558,planificacion,0.8,0,0,viewed,0.0212,2025-05-08:00:00
I04778,U0398,C761,planificacion,0.8,0,0,viewed,0.0571,2025-06-10:00:00
I04779,U0398,C720,fraude,0.7,1,1,completed,0.7127,2025-07-12:00:00
I04780,U0398,C719,inversion,0.45,1,0,completed,0.5289,2025-08-14:00:00
I04781,U0398,C575,inversion,0.45,0,0,viewed,0.1395,2025-09-16:00:00
I04782,U0398,C836,ahorro,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I04783,U0398,C672,fraude,0.7,1,1,completed,0.7836,2025-11-20:00:00
I04784,U0398,C659,planificacion,0.8,1,1,completed,0.9342,2025-12-22:00:00
I04785,U0399,C892,hipotecas,0.7,0,0,viewed,0.0867,2025-01-00:00:00
I04786,U0399,C133,interes,0.8,0,0,viewed,0.1275,2025-02-02:00:00
I04787,U0399,C838,prestamos,0.1,1,0,quiz_passed,0.2234,2025-03-04:00:00
I04788,U0399,C518,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I04789,U0399,C397,ahorro,1.0,1,1,completed,1.0,2025-05-08:00:00
I04790,U0399,C960,inversion,0.45,1,0,completed,0.5353,2025-06-10:00:00
I04791,U0399,C584,hipotecas,0.7,1,1,quiz_passed,0.7788,2025-07-12:00:00
I04792,U0399,C191,inflacion,0.3,0,0,viewed,0.1025,2025-08-14:00:00
I04793,U0399,C139,interes,0.8,1,1,quiz_passed,0.9202,2025-09-16:00:00
I04794,U0399,C165,planificacion,0.8,0,0,viewed,0.0501,2025-10-18:00:00
I04795,U0399,C191,ahorro,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I04796,U0399,C838,ahorro,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I04797,U0400,C829,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I04798,U0400,C355,deuda,0.1,0,0,viewed,0.064,2025-02-02:00:00
I04799,U0400,C705,inversion,0.45,1,0,completed,0.4876,2025-03-04:00:00
I04800,U0400,C411,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I04801,U0400,C535,planificacion,0.8,0,0,viewed,0.1491,2025-05-08:00:00
I04802,U0400,C942,hipotecas,0.7,1,1,quiz_passed,0.7221,2025-06-10:00:00
I04803,U0400,C552,ahorro,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I04804,U0400,C840,riesgo,0.1,1,0,completed,0.1365,2025-08-14:00:00
I04805,U0400,C800,ahorro,1.0,0,0,viewed,0.1048,2025-09-16:00:00
I04806,U0400,C905,fraude,0.7,1,1,completed,0.8359,2025-10-18:00:00
I04807,U0400,C510,fraude,0.7,1,1,completed,0.8274,2025-11-20:00:00
I04808,U0400,C713,interes,0.8,0,0,viewed,0.0557,2025-12-22:00:00
I04809,U0401,C758,ahorro,1.0,0,0,viewed,0.046,2025-01-00:00:00
I04810,U0401,C894,credito,0.1,0,0,viewed,0.0501,2025-02-02:00:00
I04811,U0401,C317,credito,0.1,0,0,viewed,0.0442,2025-03-04:00:00
I04812,U0401,C513,interes,0.8,1,1,quiz_passed,0.9447,2025-04-06:00:00
I04813,U0401,C451,riesgo,0.1,0,0,disliked,0.1001,2025-05-08:00:00
I04814,U0401,C109,interes,0.8,1,1,completed,0.8819,2025-06-10:00:00
I04815,U0401,C432,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I04816,U0401,C758,ahorro,1.0,1,1,completed,1.0,2025-08-14:00:00
I04817,U0401,C253,ahorro,1.0,1,1,completed,1.0,2025-09-16:00:00
I04818,U0401,C319,planificacion,0.8,1,1,quiz_passed,0.8002,2025-10-18:00:00
I04819,U0401,C788,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I04820,U0401,C340,fraude,0.7,1,1,quiz_passed,0.7104,2025-12-22:00:00
I04821,U0402,C832,planificacion,0.8,1,1,quiz_passed,0.8223,2025-01-00:00:00
I04822,U0402,C316,hipotecas,0.7,1,1,quiz_passed,0.7039,2025-02-02:00:00
I04823,U0402,C336,tarjetas,0.2,0,0,viewed,0.1086,2025-03-04:00:00
I04824,U0402,C609,planificacion,0.8,1,1,quiz_passed,0.8786,2025-04-06:00:00
I04825,U0402,C356,tarjetas,0.2,0,0,disliked,0.0675,2025-05-08:00:00
I04826,U0402,C618,interes,0.8,0,0,viewed,0.0933,2025-06-10:00:00
I04827,U0402,C642,ahorro,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I04828,U0402,C255,hipotecas,0.7,0,0,viewed,0.0532,2025-08-14:00:00
I04829,U0402,C747,prestamos,0.1,1,0,quiz_passed,0.2262,2025-09-16:00:00
I04830,U0402,C174,fraude,0.7,0,0,viewed,0.0852,2025-10-18:00:00
I04831,U0402,C139,ahorro,1.0,1,1,completed,1.0,2025-11-20:00:00
I04832,U0402,C883,fraude,0.7,1,1,completed,0.8142,2025-12-22:00:00
I04833,U0403,C142,planificacion,0.8,1,1,quiz_passed,0.8606,2025-01-00:00:00
I04834,U0403,C129,credito,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
