interaction_id,user_id,content_id,timestamp,session_id,interaction_type,duration_seconds,completed,outcome,source,position,concepts_covered
2352,U1762,C092,2025-12-03 12:00:00,U1762-1,read,14.9,False,incorrect,browse,8,C18
2353,U0980,C101,2025-12-03 12:28:00,U0980-1,view,82.4,False,na,search,2,C24;C25;C12
2354,U0900,C092,2025-12-03 20:03:00,U0900-1,read,139.3,True,correct,search,7,C18
2355,U0024,C080,2025-12-03 20:52:00,U0024-3,read,353.7,True,correct,browse,6,C06
2356,U0109,C031,2025-12-03 21:05:00,U0109-1,tool,517.4,True,na,browse,3,C04;C19
2357,U0109,C052,2025-12-03 21:05:00,U0109-1,read,180.1,True,correct,search,7,C22
2358,U0109,C052,2025-12-03 21:05:00,U0109-1,read,10.9,False,na,recommended,3,C22
2359,U0269,C030,2025-12-03 23:23:00,U0269-2,read,118.1,True,correct,browse,3,C15
2360,U0334,C003,2025-12-03 23:39:00,U0334-1,read,31.4,False,na,recommended,10,C01
2361,U1341,C075,2025-12-04 06:04:00,U1341-2,tool,20.5,False,na,browse,4,C16
2362,U0956,C007,2025-12-04 08:08:00,U0956-3,read,324.7,True,correct,search,9,C11
2363,U0956,C017,2025-12-04 08:08:00,U0956-3,read,76.2,True,correct,recommended,2,C08
2364,U1499,C005,2025-12-04 08:34:00,U1499-2,read,311.9,True,correct,recommended,5,C23
2365,U1688,C092,2025-12-04 09:29:00,U1688-1,read,38.3,False,na,search,8,C18
2366,U1174,C050,2025-12-04 09:35:00,U1174-5,read,84.0,True,correct,recommended,5,C21
2367,U1174,C050,2025-12-04 09:35:00,U1174-5,read,192.2,True,incorrect,search,2,C21
2368,U0677,C017,2025-12-04 14:32:00,U0677-1,read,117.4,True,correct,search,5,C08
2369,U0677,C090,2025-12-04 14:32:00,U0677-1,read,18.6,False,na,browse,3,C16
2370,U1351,C070,2025-12-04 14:42:00,U1351-1,view,20.2,False,na,recommended,10,C26
2371,U1351,C097,2025-12-04 14:42:00,U1351-1,read,111.0,False,na,recommended,10,C17
2372,U0327,C051,2025-12-04 16:34:00,U0327-2,read,51.8,False,na,recommended,6,C21
2373,U0327,C084,2025-12-04 16:34:00,U0327-2,read,448.3,True,correct,search,8,C22
2374,U1637,C050,2025-12-04 16:52:00,U1637-1,read,46.0,True,correct,browse,3,C21
2375,U1637,C050,2025-12-04 16:52:00,U1637-1,read,241.3,True,correct,search,10,C21
2376,U0917,C074,2025-12-04 16:57:00,U0917-2,tool,350.5,True,na,recommended,4,C23
2377,U0917,C074,2025-12-04 16:57:00,U0917-2,tool,310.4,True,na,recommended,7,C23
2378,U1414,C074,2025-12-04 17:52:00,U1414-1,tool,511.8,True,na,search,5,C23
2379,U1414,C074,2025-12-04 17:52:00,U1414-1,tool,180.3,True,na,recommended,1,C23
2380,U0905,C015,2025-12-04 20:16:00,U0905-6,read,345.3,True,correct,browse,1,C28
2381,U0721,C064,2025-12-04 21:25:00,U0721-2,view,21.5,False,na,browse,1,C15
2382,U0721,C007,2025-12-04 21:25:00,U0721-2,view,20.9,False,na,recommended,7,C11
2383,U1968,C050,2025-12-05 00:16:00,U1968-1,read,61.4,False,na,browse,3,C21
2384,U1968,C074,2025-12-05 00:16:00,U1968-1,tool,32.3,False,na,recommended,9,C23
2385,U0895,C030,2025-12-05 15:32:00,U0895-1,read,137.6,True,correct,recommended,2,C15
2386,U1511,C011,2025-12-05 16:17:00,U1511-1,read,227.6,True,correct,recommended,6,C08
2387,U1511,C063,2025-12-05 16:17:00,U1511-1,read,180.7,True,correct,search,6,C12
2388,U1511,C011,2025-12-05 16:17:00,U1511-1,read,57.8,True,correct,search,5,C08
2389,U1511,C063,2025-12-05 16:17:00,U1511-1,read,182.0,True,correct,recommended,2,C12
2390,U1511,C011,2025-12-05 16:17:00,U1511-1,read,404.4,True,correct,browse,2,C08
2391,U0995,C073,2025-12-05 17:13:00,U0995-2,tool,81.8,True,na,recommended,7,C02
2392,U1409,C029,2025-12-05 18:34:00,U1409-4,read,277.4,True,correct,recommended,3,C15
2393,U0119,C095,2025-12-06 04:16:00,U0119-3,read,107.4,True,correct,search,5,C17
2394,U0119,C007,2025-12-06 04:16:00,U0119-3,read,551.4,True,correct,recommended,5,C11
2395,U1873,C001,2025-12-06 05:04:00,U1873-2,read,211.0,False,na,recommended,3,C01
2396,U1873,C018,2025-12-06 05:04:00,U1873-2,read,119.4,True,correct,search,10,C02
2397,U0382,C033,2025-12-06 10:09:00,U0382-2,tool,206.2,True,na,browse,6,C19
2398,U0382,C081,2025-12-06 10:09:00,U0382-2,tool,51.6,True,na,recommended,9,C16
2399,U0382,C081,2025-12-06 10:09:00,U0382-2,tool,133.1,False,na,recommended,9,C16
2400,U1182,C074,2025-12-06 10:11:00,U1182-1,tool,227.6,True,na,search,3,C23
2401,U1182,C050,2025-12-06 10:11:00,U1182-1,read,227.1,True,correct,browse,4,C21
2402,U0930,C085,2025-12-06 11:15:00,U0930-1,read,196.9,True,correct,browse,2,C21
2403,U0318,C009,2025-12-06 17:11:00,U0318-1,read,194.2,True,correct,browse,2,C03
2404,U0711,C006,2025-12-06 19:22:00,U0711-7,view,57.0,False,na,browse,7,C08
2405,U0010,C074,2025-12-06 21:55:00,U0010-3,tool,221.1,True,na,browse,1,C23
2406,U0170,C003,2025-12-07 01:35:00,U0170-2,read,29.3,False,na,browse,7,C01
2407,U0627,C001,2025-12-07 06:41:00,U0627-2,read,94.2,True,correct,search,4,C01
2408,U0627,C001,2025-12-07 06:41:00,U0627-2,read,51.9,True,correct,recommended,7,C01
2409,U0627,C001,2025-12-07 06:41:00,U0627-2,read,49.9,True,correct,browse,9,C01
2410,U0627,C029,2025-12-07 06:41:00,U0627-2,read,94.5,True,correct,recommended,1,C15
2411,U0972,C010,2025-12-07 08:25:00,U0972-1,read,9.3,False,na,recommended,1,C23
2412,U1947,C019,2025-12-07 11:33:00,U1947-1,read,228.1,True,correct,search,3,C09
2413,U1947,C019,2025-12-07 11:33:00,U1947-1,read,199.9,True,incorrect,browse,4,C09
2414,U1947,C028,2025-12-07 11:33:00,U1947-1,read,157.9,True,correct,search,1,C15
2415,U1947,C028,2025-12-07 11:33:00,U1947-1,read,202.6,True,correct,browse,1,C15
2416,U1947,C010,2025-12-07 11:33:00,U1947-1,read,230.4,True,correct,browse,7,C23
2417,U1947,C019,2025-12-07 11:33:00,U1947-1,read,158.1,True,correct,recommended,4,C09
2418,U0671,C013,2025-12-07 12:00:00,U0671-5,read,41.6,True,correct,recommended,8,C16
2419,U0671,C071,2025-12-07 12:00:00,U0671-5,tool,67.4,True,na,browse,4,C01
2420,U0671,C071,2025-12-07 12:00:00,U0671-5,tool,224.7,True,na,browse,3,C01
2421,U0741,C072,2025-12-07 12:50:00,U0741-1,tool,74.4,True,na,recommended,8,C03
2422,U0741,C006,2025-12-07 12:50:00,U0741-1,read,87.8,True,correct,recommended,4,C08
2423,U0741,C072,2025-12-07 12:50:00,U0741-1,tool,85.4,True,na,search,2,C03
2424,U0033,C092,2025-12-07 12:56:00,U0033-3,read,190.9,True,correct,search,6,C18
2425,U0033,C085,2025-12-07 12:56:00,U0033-3,read,88.4,True,correct,browse,5,C21
2426,U1821,C017,2025-12-07 18:34:00,U1821-2,read,45.1,False,na,recommended,1,C08
2427,U0572,C015,2025-12-08 09:36:00,U0572-4,read,56.1,False,incorrect,recommended,6,C28
2428,U0445,C010,2025-12-08 09:56:00,U0445-2,read,169.5,True,correct,recommended,8,C23
2429,U0445,C053,2025-12-08 09:56:00,U0445-2,read,104.2,True,correct,browse,1,C29
2430,U0276,C005,2025-12-08 10:52:00,U0276-2,read,197.9,True,correct,search,2,C23
2431,U1153,C058,2025-12-08 13:07:00,U1153-3,read,19.7,False,incorrect,browse,10,C09
2432,U0320,C050,2025-12-08 13:54:00,U0320-1,read,312.8,True,correct,search,9,C21
2433,U0320,C050,2025-12-08 13:54:00,U0320-1,read,122.3,False,na,search,10,C21
2434,U0320,C005,2025-12-08 13:54:00,U0320-1,read,202.2,True,correct,browse,4,C23
2435,U1349,C084,2025-12-08 16:29:00,U1349-1,read,39.5,False,na,search,3,C22
2436,U1077,C047,2025-12-08 16:50:00,U1077-2,read,118.5,False,na,browse,8,C02
2437,U0327,C058,2025-12-08 17:01:00,U0327-8,read,231.0,True,correct,recommended,8,C09
2438,U0327,C058,2025-12-08 17:01:00,U0327-8,read,40.1,False,na,search,10,C09
2439,U0327,C058,2025-12-08 17:01:00,U0327-8,read,91.7,True,incorrect,recommended,2,C09
2440,U0327,C005,2025-12-08 17:01:00,U0327-8,read,390.0,True,correct,search,6,C23
2441,U1117,C018,2025-12-08 18:29:00,U1117-4,read,444.6,True,correct,search,2,C02
2442,U1117,C082,2025-12-08 18:29:00,U1117-4,read,34.5,False,incorrect,recommended,10,C18
2443,U1117,C018,2025-12-08 18:29:00,U1117-4,read,134.2,True,incorrect,recommended,5,C02
2444,U0484,C018,2025-12-09 14:03:00,U0484-1,read,387.6,True,correct,search,1,C02
2445,U0484,C018,2025-12-09 14:03:00,U0484-1,read,175.4,True,correct,browse,10,C02
2446,U1545,C016,2025-12-09 15:04:00,U1545-1,read,148.1,True,correct,search,5,C28
2447,U0796,C099,2025-12-09 15:58:00,U0796-4,read,25.6,False,na,search,2,C20
2448,U1576,C090,2025-12-09 16:58:00,U1576-4,read,267.9,True,correct,recommended,9,C16
2449,U1576,C090,2025-12-09 16:58:00,U1576-4,read,118.1,True,correct,search,2,C16
2450,U1576,C090,2025-12-09 16:58:00,U1576-4,read,281.5,True,correct,recommended,7,C16
2451,U1576,C034,2025-12-09 16:58:00,U1576-4,tool,107.4,True,na,browse,1,C04;C10
2452,U0652,C082,2025-12-09 19:43:00,U0652-6,read,658.1,True,correct,browse,6,C18
2453,U0582,C018,2025-12-09 19:54:00,U0582-4,read,441.7,True,correct,browse,5,C02
2454,U0582,C018,2025-12-09 19:54:00,U0582-4,read,19.1,False,na,search,5,C02
2455,U0582,C080,2025-12-09 19:54:00,U0582-4,read,39.9,False,na,recommended,5,C06
2456,U0582,C018,2025-12-09 19:54:00,U0582-4,read,284.0,True,incorrect,search,2,C02
2457,U0590,C025,2025-12-09 22:05:00,U0590-3,read,17.2,False,na,recommended,7,C18
2458,U1351,C082,2025-12-09 22:49:00,U1351-2,read,264.2,True,correct,browse,7,C18
2459,U0755,C081,2025-12-10 03:22:00,U0755-2,tool,134.4,True,na,recommended,8,C16
2460,U0755,C085,2025-12-10 03:22:00,U0755-2,read,123.5,True,correct,recommended,10,C21
2461,U1240,C018,2025-12-10 06:22:00,U1240-2,read,155.5,False,incorrect,browse,4,C02
2462,U1240,C018,2025-12-10 06:22:00,U1240-2,read,35.6,False,na,recommended,5,C02
2463,U1240,C098,2025-12-10 06:22:00,U1240-2,read,14.8,False,incorrect,recommended,7,C20
2464,U1714,C087,2025-12-10 10:55:00,U1714-2,view,203.1,False,na,browse,8,C30
2465,U1519,C002,2025-12-10 13:39:00,U1519-2,read,253.9,True,correct,search,7,C01
2466,U1519,C001,2025-12-10 13:39:00,U1519-2,read,286.5,True,correct,recommended,10,C01
2467,U1936,C005,2025-12-10 15:16:00,U1936-1,view,130.4,False,incorrect,recommended,8,C23
2468,U1936,C082,2025-12-10 15:16:00,U1936-1,read,151.4,True,correct,recommended,8,C18
2469,U0065,C002,2025-12-10 17:29:00,U0065-3,read,112.0,True,correct,browse,4,C01
2470,U1290,C050,2025-12-10 19:25:00,U1290-3,read,162.3,True,correct,search,4,C21
2471,U1290,C075,2025-12-10 19:25:00,U1290-3,tool,137.6,False,na,recommended,2,C16
2472,U1290,C067,2025-12-10 19:25:00,U1290-3,read,1070.5,True,correct,recommended,5,C15
2473,U1556,C103,2025-12-11 00:44:00,U1556-4,view,195.0,False,na,recommended,2,C24;C12
2474,U1556,C113,2025-12-11 00:44:00,U1556-4,read,169.9,True,correct,recommended,5,C27
2475,U1556,C106,2025-12-11 00:44:00,U1556-4,view,15.8,False,na,browse,5,C21
2476,U1556,C106,2025-12-11 00:44:00,U1556-4,read,188.0,True,correct,recommended,7,C21
2477,U1556,C106,2025-12-11 00:44:00,U1556-4,read,322.6,True,correct,recommended,5,C21
2478,U0374,C017,2025-12-11 03:14:00,U0374-6,read,81.5,False,na,recommended,3,C08
2479,U0374,C029,2025-12-11 03:14:00,U0374-6,read,750.0,True,correct,browse,9,C15
2480,U1266,C084,2025-12-11 04:03:00,U1266-2,read,326.4,True,correct,recommended,10,C22
2481,U1251,C010,2025-12-11 08:35:00,U1251-3,read,55.2,True,correct,recommended,9,C23
2482,U1251,C095,2025-12-11 08:35:00,U1251-3,read,7.5,False,na,recommended,9,C17
2483,U1718,C109,2025-12-11 09:39:00,U1718-1,read,254.6,True,correct,search,6,C27;C13
2484,U1718,C041,2025-12-11 09:39:00,U1718-1,read,123.0,False,na,recommended,3,C13;C14
2485,U1718,C096,2025-12-11 09:39:00,U1718-1,read,158.1,True,incorrect,recommended,2,C17
2486,U1718,C041,2025-12-11 09:39:00,U1718-1,read,57.8,False,na,recommended,2,C13;C14
2487,U1718,C081,2025-12-11 09:39:00,U1718-1,tool,84.4,True,na,browse,3,C16
2488,U1718,C096,2025-12-11 09:39:00,U1718-1,read,279.8,True,correct,recommended,4,C17
2489,U0604,C026,2025-12-11 09:45:00,U0604-1,read,212.3,True,correct,recommended,1,C19
2490,U0604,C026,2025-12-11 09:45:00,U0604-1,read,265.1,True,correct,recommended,2,C19
2491,U0604,C026,2025-12-11 09:45:00,U0604-1,read,139.7,True,correct,browse,3,C19
2492,U0002,C047,2025-12-11 10:56:00,U0002-1,read,142.4,True,correct,search,7,C02
2493,U0002,C080,2025-12-11 10:56:00,U0002-1,read,158.4,True,correct,browse,9,C06
2494,U0002,C047,2025-12-11 10:56:00,U0002-1,read,406.6,True,incorrect,recommended,10,C02
2495,U0002,C047,2025-12-11 10:56:00,U0002-1,read,126.2,True,correct,search,8,C02
2496,U0002,C047,2025-12-11 10:56:00,U0002-1,read,18.3,False,na,recommended,7,C02
2497,U0713,C089,2025-12-11 11:00:00,U0713-3,read,40.8,False,na,search,7,C07
2498,U1092,C071,2025-12-11 16:07:00,U1092-1,tool,201.0,True,na,recommended,2,C01
2499,U1092,C074,2025-12-11 16:07:00,U1092-1,tool,39.3,False,na,recommended,10,C23
2500,U0077,C106,2025-12-11 17:00:00,U0077-1,read,798.5,True,correct,browse,8,C21
2501,U0142,C085,2025-12-11 17:49:00,U0142-2,view,29.3,False,na,search,8,C21
2502,U0142,C085,2025-12-11 17:49:00,U0142-2,read,92.1,True,correct,recommended,10,C21
2503,U1046,C017,2025-12-11 19:51:00,U1046-2,read,292.4,True,correct,browse,3,C08
2504,U1007,C018,2025-12-11 22:57:00,U1007-4,read,190.2,True,correct,browse,10,C02
2505,U0722,C107,2025-12-12 06:24:00,U0722-1,read,203.3,True,correct,recommended,9,C15;C29
2506,U0187,C025,2025-12-12 09:50:00,U0187-4,read,179.9,True,correct,browse,7,C18
2507,U0187,C025,2025-12-12 09:50:00,U0187-4,read,109.3,True,correct,recommended,9,C18
2508,U0187,C008,2025-12-12 09:50:00,U0187-4,view,240.5,False,incorrect,recommended,5,C03
2509,U0187,C008,2025-12-12 09:50:00,U0187-4,read,153.1,True,correct,recommended,5,C03
2510,U0187,C025,2025-12-12 09:50:00,U0187-4,read,365.9,True,correct,search,3,C18
2511,U1267,C090,2025-12-12 10:35:00,U1267-11,read,57.2,False,na,recommended,5,C16
2512,U0387,C007,2025-12-12 10:35:00,U0387-2,view,33.7,False,incorrect,recommended,9,C11
2513,U1267,C025,2025-12-12 10:35:00,U1267-11,read,273.0,True,correct,recommended,9,C18
2514,U0387,C007,2025-12-12 10:35:00,U0387-2,read,60.7,True,correct,recommended,4,C11
2515,U1267,C090,2025-12-12 10:35:00,U1267-11,read,86.4,False,na,browse,9,C16
2516,U1267,C090,2025-12-12 10:35:00,U1267-11,read,91.7,True,incorrect,recommended,6,C16
2517,U1267,C090,2025-12-12 10:35:00,U1267-11,read,102.3,False,na,recommended,9,C16
2518,U1715,C002,2025-12-12 11:16:00,U1715-3,read,19.3,False,incorrect,recommended,1,C01
2519,U1725,C053,2025-12-12 14:20:00,U1725-2,read,92.3,False,na,recommended,6,C29
2520,U0555,C051,2025-12-12 16:59:00,U0555-3,read,114.1,True,incorrect,recommended,9,C21
2521,U0601,C085,2025-12-12 18:17:00,U0601-5,read,122.8,True,correct,search,2,C21
2522,U0601,C085,2025-12-12 18:17:00,U0601-5,view,146.0,False,na,search,7,C21
2523,U0601,C013,2025-12-12 18:17:00,U0601-5,read,56.7,False,na,recommended,4,C16
2524,U0173,C061,2025-12-12 19:07:00,U0173-5,read,215.0,True,correct,browse,5,C28
2525,U0173,C075,2025-12-12 19:07:00,U0173-5,tool,38.1,False,na,search,8,C16
2526,U0173,C003,2025-12-12 19:07:00,U0173-5,read,31.0,False,incorrect,recommended,3,C01
2527,U0113,C095,2025-12-12 20:10:00,U0113-2,read,36.6,False,na,recommended,2,C17
2528,U0113,C111,2025-12-12 20:10:00,U0113-2,read,87.0,True,correct,recommended,2,C27
2529,U0113,C111,2025-12-12 20:10:00,U0113-2,view,21.3,False,na,search,6,C27
2530,U0113,C111,2025-12-12 20:10:00,U0113-2,read,80.0,True,correct,browse,9,C27
2531,U1770,C084,2025-12-12 20:28:00,U1770-3,read,48.4,False,na,recommended,6,C22
2532,U1254,C111,2025-12-13 07:07:00,U1254-1,read,319.0,True,correct,recommended,5,C27
2533,U1383,C091,2025-12-13 08:56:00,U1383-2,read,102.1,False,na,browse,9,C16
2534,U1570,C012,2025-12-13 12:54:00,U1570-3,read,13.5,False,na,browse,1,C11
2535,U1570,C077,2025-12-13 12:54:00,U1570-3,tool,149.1,True,na,recommended,4,C10
2536,U1570,C077,2025-12-13 12:54:00,U1570-3,tool,388.4,True,na,recommended,10,C10
2537,U1570,C077,2025-12-13 12:54:00,U1570-3,tool,41.0,False,na,recommended,5,C10
2538,U1570,C077,2025-12-13 12:54:00,U1570-3,tool,148.7,True,na,browse,3,C10
2539,U1570,C077,2025-12-13 12:54:00,U1570-3,tool,42.1,False,na,browse,4,C10
2540,U1813,C068,2025-12-13 13:39:00,U1813-2,read,241.2,True,correct,browse,8,C12
2541,U1813,C068,2025-12-13 13:39:00,U1813-2,read,108.0,True,correct,recommended,3,C12
2542,U1813,C075,2025-12-13 13:39:00,U1813-2,tool,52.0,True,na,browse,9,C16
2543,U1813,C075,2025-12-13 13:39:00,U1813-2,tool,83.7,True,na,browse,7,C16
2544,U1813,C008,2025-12-13 13:39:00,U1813-2,read,309.4,True,correct,recommended,7,C03
2545,U1813,C075,2025-12-13 13:39:00,U1813-2,tool,487.8,True,na,recommended,7,C16
2546,U1771,C082,2025-12-13 15:09:00,U1771-5,read,304.8,True,correct,recommended,4,C18
2547,U1771,C082,2025-12-13 15:09:00,U1771-5,read,52.3,False,na,search,9,C18
2548,U0071,C086,2025-12-13 15:25:00,U0071-2,view,39.5,False,na,recommended,10,C27
2549,U0987,C061,2025-12-13 16:21:00,U0987-2,read,182.6,True,correct,recommended,6,C28
2550,U1423,C010,2025-12-13 16:44:00,U1423-1,read,55.9,False,na,browse,7,C23
2551,U1029,C013,2025-12-13 19:08:00,U1029-3,read,201.5,True,correct,search,7,C16
2552,U1029,C031,2025-12-13 19:08:00,U1029-3,tool,558.9,True,na,recommended,6,C04;C19
2553,U1029,C006,2025-12-13 19:08:00,U1029-3,read,246.7,True,correct,browse,7,C08
2554,U1029,C006,2025-12-13 19:08:00,U1029-3,read,136.1,True,correct,browse,10,C08
2555,U1029,C013,2025-12-13 19:08:00,U1029-3,read,35.6,False,na,browse,1,C16
2556,U1085,C090,2025-12-13 19:41:00,U1085-4,read,79.9,True,correct,recommended,4,C16
2557,U1085,C034,2025-12-13 19:41:00,U1085-4,tool,144.4,True,na,recommended,8,C04;C10
2558,U0044,C114,2025-12-13 21:29:00,U0044-1,read,27.8,False,na,recommended,7,C27
2559,U0044,C052,2025-12-13 21:29:00,U0044-1,read,491.0,True,correct,recommended,2,C22
2560,U0044,C114,2025-12-13 21:29:00,U0044-1,read,46.0,False,na,search,6,C27
2561,U1890,C093,2025-12-13 22:33:00,U1890-3,read,37.2,False,na,recommended,5,C25
2562,U0958,C065,2025-12-14 06:06:00,U0958-2,read,127.2,True,correct,browse,10,C15
2563,U0272,C097,2025-12-14 07:24:00,U0272-2,read,93.4,True,correct,search,7,C17
2564,U0272,C026,2025-12-14 07:24:00,U0272-2,read,69.2,False,na,recommended,10,C19
2565,U0272,C026,2025-12-14 07:24:00,U0272-2,read,151.3,False,na,browse,7,C19
2566,U0272,C026,2025-12-14 07:24:00,U0272-2,read,69.9,True,correct,search,7,C19
2567,U0272,C027,2025-12-14 07:24:00,U0272-2,read,97.0,True,correct,search,4,C11
2568,U0272,C026,2025-12-14 07:24:00,U0272-2,read,100.6,True,incorrect,recommended,2,C19
2569,U0272,C097,2025-12-14 07:24:00,U0272-2,read,65.6,True,correct,browse,8,C17
2570,U0272,C097,2025-12-14 07:24:00,U0272-2,read,22.2,False,na,browse,7,C17
2571,U0272,C026,2025-12-14 07:24:00,U0272-2,read,466.6,True,correct,recommended,4,C19
2572,U0272,C002,2025-12-14 07:24:00,U0272-2,read,239.7,True,correct,recommended,10,C01
2573,U0272,C002,2025-12-14 07:24:00,U0272-2,read,187.1,True,correct,search,8,C01
2574,U0312,C095,2025-12-14 10:45:00,U0312-1,read,249.2,True,correct,recommended,7,C17
2575,U0565,C080,2025-12-14 11:11:00,U0565-2,read,114.7,True,correct,search,7,C06
2576,U1929,C003,2025-12-14 11:15:00,U1929-2,read,138.2,True,incorrect,recommended,2,C01
2577,U1929,C013,2025-12-14 11:15:00,U1929-2,read,567.2,True,correct,browse,2,C16
2578,U0520,C084,2025-12-14 12:01:00,U0520-1,read,662.1,True,correct,recommended,10,C22
2579,U0520,C063,2025-12-14 12:01:00,U0520-1,read,147.4,True,correct,search,8,C12
2580,U0241,C106,2025-12-14 12:50:00,U0241-4,read,179.1,True,correct,recommended,5,C21
2581,U0241,C082,2025-12-14 12:50:00,U0241-4,read,298.8,True,correct,recommended,4,C18
2582,U0241,C082,2025-12-14 12:50:00,U0241-4,read,172.8,True,correct,recommended,2,C18
2583,U1180,C097,2025-12-14 16:10:00,U1180-2,read,22.7,False,na,search,7,C17
2584,U1180,C025,2025-12-14 16:10:00,U1180-2,read,54.4,False,na,browse,1,C18
2585,U1059,C091,2025-12-14 16:45:00,U1059-3,read,281.7,True,correct,search,9,C16
2586,U0434,C061,2025-12-14 18:26:00,U0434-3,read,83.1,True,correct,recommended,2,C28
2587,U0627,C010,2025-12-14 18:34:00,U0627-3,read,147.6,True,correct,browse,8,C23
2588,U0627,C010,2025-12-14 18:34:00,U0627-3,read,417.2,True,correct,recommended,7,C23
2589,U0963,C106,2025-12-14 19:32:00,U0963-1,view,42.8,False,na,browse,3,C21
2590,U0963,C106,2025-12-14 19:32:00,U0963-1,read,229.6,True,correct,search,2,C21
2591,U0963,C033,2025-12-14 19:32:00,U0963-1,tool,231.7,True,na,recommended,2,C19
2592,U0417,C099,2025-12-15 06:33:00,U0417-4,read,28.2,False,incorrect,recommended,4,C20
2593,U1866,C078,2025-12-15 08:19:00,U1866-6,view,166.0,False,na,recommended,1,C14
2594,U0011,C090,2025-12-15 08:57:00,U0011-1,read,37.0,False,incorrect,search,10,C16
2595,U1699,C015,2025-12-15 09:32:00,U1699-2,read,90.0,False,incorrect,recommended,6,C28
2596,U1845,C066,2025-12-15 11:51:00,U1845-2,read,311.0,True,correct,recommended,2,C15
2597,U1845,C051,2025-12-15 11:51:00,U1845-2,read,53.7,True,incorrect,recommended,8,C21
2598,U1845,C066,2025-12-15 11:51:00,U1845-2,read,452.9,True,correct,recommended,2,C15
2599,U1845,C015,2025-12-15 11:51:00,U1845-2,read,199.1,True,incorrect,recommended,7,C28
2600,U1845,C051,2025-12-15 11:51:00,U1845-2,read,825.5,True,correct,search,5,C21
2601,U1845,C015,2025-12-15 11:51:00,U1845-2,read,137.6,True,correct,browse,7,C28
2602,U1845,C015,2025-12-15 11:51:00,U1845-2,read,59.6,True,correct,recommended,2,C28
2603,U1845,C090,2025-12-15 11:51:00,U1845-2,read,132.8,False,na,recommended,1,C16
2604,U1845,C015,2025-12-15 11:51:00,U1845-2,read,149.6,True,correct,browse,2,C28
2605,U1845,C015,2025-12-15 11:51:00,U1845-2,read,190.9,True,correct,recommended,5,C28
2606,U1845,C051,2025-12-15 11:51:00,U1845-2,read,154.0,True,incorrect,search,4,C21
2607,U1845,C051,2025-12-15 11:51:00,U1845-2,read,63.1,False,na,browse,2,C21
2608,U0710,C009,2025-12-15 14:30:00,U0710-4,read,64.6,False,na,browse,2,C03
2609,U0710,C032,2025-12-15 14:30:00,U0710-4,tool,38.4,False,na,recommended,2,C19
2610,U0710,C070,2025-12-15 14:30:00,U0710-4,read,93.9,True,correct,browse,4,C26
2611,U0250,C075,2025-12-15 19:07:00,U0250-3,tool,309.2,True,na,browse,4,C16
2612,U0250,C091,2025-12-15 19:07:00,U0250-3,read,111.9,True,correct,browse,1,C16
2613,U1819,C074,2025-12-15 21:59:00,U1819-3,tool,47.1,False,na,recommended,7,C23
2614,U0720,C005,2025-12-15 23:43:00,U0720-2,read,118.9,True,correct,recommended,9,C23
2615,U0720,C092,2025-12-15 23:43:00,U0720-2,read,116.0,True,correct,browse,3,C18
2616,U0222,C006,2025-12-16 07:17:00,U0222-4,view,57.7,False,na,recommended,5,C08
2617,U1028,C097,2025-12-16 07:40:00,U1028-3,read,335.1,True,incorrect,search,1,C17
2618,U1028,C097,2025-12-16 07:40:00,U1028-3,read,248.8,True,correct,recommended,6,C17
2619,U0411,C093,2025-12-16 08:13:00,U0411-1,read,237.7,True,correct,search,10,C25
2620,U1119,C027,2025-12-16 09:59:00,U1119-1,read,11.1,False,na,search,10,C11
2621,U1119,C085,2025-12-16 09:59:00,U1119-1,read,204.4,True,correct,recommended,1,C21
2622,U1658,C106,2025-12-16 12:12:00,U1658-2,read,185.6,True,correct,recommended,10,C21
2623,U1658,C073,2025-12-16 12:12:00,U1658-2,tool,154.2,False,na,recommended,7,C02
2624,U1658,C073,2025-12-16 12:12:00,U1658-2,tool,49.8,False,na,recommended,10,C02
2625,U1658,C073,2025-12-16 12:12:00,U1658-2,tool,104.4,True,na,search,7,C02
2626,U1022,C092,2025-12-16 13:05:00,U1022-6,read,48.5,False,na,search,10,C18
2627,U0173,C085,2025-12-16 14:35:00,U0173-2,read,379.5,True,correct,recommended,4,C21
2628,U0309,C095,2025-12-16 16:38:00,U0309-1,read,142.3,False,na,recommended,5,C17
2629,U0154,C018,2025-12-16 16:45:00,U0154-2,read,116.0,True,correct,search,3,C02
2630,U0659,C007,2025-12-16 17:58:00,U0659-9,view,6.9,False,na,search,4,C11
2631,U0659,C092,2025-12-16 17:58:00,U0659-9,read,195.1,True,correct,recommended,1,C18
2632,U1022,C091,2025-12-16 20:14:00,U1022-1,read,195.6,True,correct,recommended,6,C16
2633,U1022,C074,2025-12-16 20:14:00,U1022-1,tool,132.4,True,na,browse,7,C23
2634,U0251,C052,2025-12-16 21:06:00,U0251-2,read,198.8,True,correct,recommended,8,C22
2635,U0251,C018,2025-12-16 21:06:00,U0251-2,read,74.3,True,correct,recommended,1,C02
2636,U0251,C018,2025-12-16 21:06:00,U0251-2,read,190.8,True,correct,recommended,3,C02
2637,U0251,C074,2025-12-16 21:06:00,U0251-2,tool,61.0,False,na,recommended,3,C23
2638,U1095,C006,2025-12-16 22:17:00,U1095-4,view,52.8,False,na,recommended,5,C08
2639,U1095,C006,2025-12-16 22:17:00,U1095-4,read,151.0,True,correct,recommended,9,C08
