interaction_id,user_id,content_id,event,score,completion_rate,quiz_score,timestamp
I00359,U0231,C054,completed,0.836,1.0,0.795,2025-09-30T20:00:00
I00360,U0022,C003,disliked,0.287,0.09,0.324,2025-09-30T22:00:00
I00361,U0054,C046,viewed,0.288,0.019,,2025-10-01T00:00:00
I00362,U0072,C028,viewed,0.187,0.073,,2025-10-01T02:00:00
I00363,U0099,C036,viewed,0.187,0.014,,2025-10-01T04:00:00
I00364,U0029,C064,completed,0.516,1.0,,2025-10-01T06:00:00
I00365,U0012,C074,viewed,0.351,0.24,0.256,2025-10-01T08:00:00
I00366,U0232,C002,quiz_passed,0.77,1.0,0.716,2025-10-01T10:00:00
I00367,U0117,C003,viewed,0.375,0.53,,2025-10-01T12:00:00
I00368,U0044,C072,completed,0.517,1.0,,2025-10-01T14:00:00
I00369,U0037,C018,completed,0.461,1.0,,2025-10-01T16:00:00
I00370,U0145,C011,completed,0.831,1.0,0.686,2025-10-01T18:00:00
I00371,U0010,C064,viewed,0.472,0.54,0.316,2025-10-01T20:00:00
I00372,U0106,C064,disliked,0.11,0.07,,2025-10-01T22:00:00
I00373,U0207,C051,completed,0.747,1.0,0.697,2025-10-02T00:00:00
I00374,U0008,C062,viewed,0.2,0.062,,2025-10-02T02:00:00
I00375,U0153,C066,quiz_passed,0.786,1.0,0.648,2025-10-02T04:00:00
I00376,U0054,C066,viewed,0.262,0.046,,2025-10-02T06:00:00
I00377,U0032,C010,viewed,0.234,0.098,,2025-10-02T08:00:00
I00378,U0157,C013,completed,0.562,1.0,,2025-10-02T10:00:00
I00379,U0026,C076,quiz_passed,0.737,1.0,0.636,2025-10-02T12:00:00
I00380,U0021,C029,quiz_passed,0.787,1.0,0.635,2025-10-02T14:00:00
I00381,U0167,C051,completed,0.775,1.0,0.568,2025-10-02T16:00:00
I00382,U0172,C066,completed,0.513,1.0,,2025-10-02T18:00:00
I00383,U0181,C071,quiz_passed,0.822,1.0,0.62,2025-10-02T20:00:00
I00384,U0168,C045,viewed,0.411,0.53,0.225,2025-10-02T22:00:00
I00385,U0006,C025,disliked,0.268,0.0,0.416,2025-10-03T00:00:00
I00386,U0021,C054,quiz_passed,0.835,1.0,0.649,2025-10-03T02:00:00
I00387,U0042,C001,completed,0.522,1.0,,2025-10-03T04:00:00
I00388,U0199,C028,quiz_passed,0.897,1.0,0.879,2025-10-03T06:00:00
I00389,U0243,C064,completed,0.49,1.0,,2025-10-03T08:00:00
I00390,U0066,C053,completed,0.549,1.0,,2025-10-03T10:00:00
I00391,U0037,C003,quiz_passed,0.788,1.0,0.711,2025-10-03T12:00:00
I00392,U0037,C057,completed,0.514,1.0,,2025-10-03T14:00:00
I00393,U0231,C045,completed,0.471,1.0,,2025-10-03T16:00:00
I00394,U0239,C042,quiz_passed,0.77,1.0,0.671,2025-10-03T18:00:00
I00395,U0086,C005,disliked,0.291,0.11,0.268,2025-10-03T20:00:00
I00396,U0047,C050,quiz_passed,0.801,1.0,0.834,2025-10-03T22:00:00
I00397,U0076,C061,viewed,0.478,0.25,0.558,2025-10-04T00:00:00
I00398,U0065,C015,viewed,0.428,0.64,,2025-10-04T02:00:00
I00399,U0008,C051,completed,0.517,1.0,,2025-10-04T04:00:00
I00400,U0223,C004,completed,0.69,1.0,0.43,2025-10-04T06:00:00
I00401,U0029,C015,quiz_passed,0.766,1.0,0.634,2025-10-04T08:00:00
I00402,U0031,C028,quiz_passed,0.814,1.0,0.739,2025-10-04T10:00:00
I00403,U0056,C064,completed,0.523,1.0,,2025-10-04T12:00:00
I00404,U0062,C017,completed,0.807,1.0,0.633,2025-10-04T14:00:00
I00405,U0034,C071,quiz_passed,0.89,1.0,0.779,2025-10-04T16:00:00
I00406,U0124,C076,completed,0.542,1.0,,2025-10-04T18:00:00
I00407,U0009,C011,completed,0.836,1.0,0.657,2025-10-04T20:00:00
I00408,U0190,C001,viewed,0.231,0.065,,2025-10-04T22:00:00
I00409,U0180,C058,completed,0.739,1.0,0.567,2025-10-05T00:00:00
I00410,U0036,C074,completed,0.65,1.0,0.425,2025-10-05T02:00:00
I00411,U0093,C071,completed,0.857,1.0,0.807,2025-10-05T04:00:00
I00412,U0056,C061,completed,0.551,1.0,,2025-10-05T06:00:00
I00413,U0009,C063,completed,0.797,1.0,0.593,2025-10-05T08:00:00
I00414,U0001,C028,viewed,0.221,0.048,,2025-10-05T10:00:00
I00415,U0141,C006,quiz_passed,0.802,1.0,0.698,2025-10-05T12:00:00
I00416,U0149,C078,completed,0.555,1.0,,2025-10-05T14:00:00
I00417,U0065,C045,disliked,0.319,0.19,0.442,2025-10-05T16:00:00
I00418,U0235,C029,quiz_passed,0.816,1.0,0.869,2025-10-05T18:00:00
I00419,U0097,C067,completed,0.77,1.0,0.577,2025-10-05T20:00:00
I00420,U0151,C005,quiz_passed,0.807,1.0,0.754,2025-10-05T22:00:00
I00421,U0221,C003,completed,0.469,1.0,,2025-10-06T00:00:00
I00422,U0190,C017,quiz_passed,0.828,1.0,0.693,2025-10-06T02:00:00
I00423,U0245,C008,disliked,0.149,0.16,,2025-10-06T04:00:00
I00424,U0105,C035,quiz_passed,0.76,1.0,0.64,2025-10-06T06:00:00
I00425,U0057,C051,viewed,0.123,0.051,,2025-10-06T08:00:00
I00426,U0227,C048,quiz_passed,0.825,1.0,0.7,2025-10-06T10:00:00
I00427,U0112,C049,viewed,0.239,0.068,,2025-10-06T12:00:00
I00428,U0200,C006,completed,0.536,1.0,,2025-10-06T14:00:00
I00429,U0181,C048,viewed,0.427,0.45,0.331,2025-10-06T16:00:00
I00430,U0171,C078,completed,0.493,1.0,,2025-10-06T18:00:00
I00431,U0018,C025,completed,0.844,1.0,0.724,2025-10-06T20:00:00
I00432,U0061,C065,disliked,0.338,0.1,0.5,2025-10-06T22:00:00
I00433,U0107,C053,disliked,0.334,0.18,0.49,2025-10-07T00:00:00
I00434,U0250,C061,completed,0.831,1.0,0.76,2025-10-07T02:00:00
I00435,U0014,C053,quiz_passed,0.797,1.0,0.701,2025-10-07T04:00:00
I00436,U0017,C042,viewed,0.496,0.55,0.34,2025-10-07T06:00:00
I00437,U0145,C028,completed,0.837,1.0,0.793,2025-10-07T08:00:00
I00438,U0134,C003,quiz_passed,0.875,1.0,0.831,2025-10-07T10:00:00
I00439,U0158,C009,viewed,0.556,0.63,0.47,2025-10-07T12:00:00
I00440,U0087,C004,viewed,0.155,0.22,,2025-10-07T14:00:00
I00441,U0156,C074,completed,0.489,1.0,,2025-10-07T16:00:00
I00442,U0008,C074,completed,0.524,1.0,,2025-10-07T18:00:00
I00443,U0199,C065,completed,0.522,1.0,,2025-10-07T20:00:00
I00444,U0116,C067,completed,0.908,1.0,0.841,2025-10-07T22:00:00
I00445,U0159,C028,disliked,0.163,0.09,,2025-10-08T00:00:00
I00446,U0017,C054,completed,0.512,1.0,,2025-10-08T02:00:00
I00447,U0022,C074,viewed,0.243,0.074,,2025-10-08T04:00:00
I00448,U0009,C008,viewed,0.127,0.011,,2025-10-08T06:00:00
I00449,U0019,C001,completed,0.838,1.0,0.732,2025-10-08T08:00:00
I00450,U0093,C010,completed,0.567,1.0,,2025-10-08T10:00:00
I00451,U0232,C075,viewed,0.512,0.53,0.363,2025-10-08T12:00:00
I00452,U0192,C064,viewed,0.121,0.081,,2025-10-08T14:00:00
I00453,U0087,C004,viewed,0.294,0.49,,2025-10-08T16:00:00
I00454,U0187,C067,completed,0.529,1.0,,2025-10-08T18:00:00
I00455,U0003,C015,quiz_passed,0.921,1.0,0.887,2025-10-08T20:00:00
I00456,U0244,C029,completed,0.8,1.0,0.576,2025-10-08T22:00:00
I00457,U0106,C015,viewed,0.554,0.57,0.398,2025-10-09T00:00:00
I00458,U0044,C071,completed,0.476,1.0,,2025-10-09T02:00:00
I00459,U0139,C065,disliked,0.211,0.12,,2025-10-09T04:00:00
I00460,U0245,C003,quiz_passed,0.775,1.0,0.686,2025-10-09T06:00:00
I00461,U0201,C001,quiz_passed,0.865,1.0,0.746,2025-10-09T08:00:00
I00462,U0232,C074,quiz_passed,0.776,1.0,0.669,2025-10-09T10:00:00
I00463,U0206,C029,viewed,0.461,0.4,0.352,2025-10-09T12:00:00
I00464,U0190,C049,quiz_passed,0.775,1.0,0.663,2025-10-09T14:00:00
I00465,U0226,C058,completed,0.564,1.0,,2025-10-09T16:00:00
I00466,U0168,C051,quiz_passed,0.789,1.0,0.666,2025-10-09T18:00:00
I00467,U0211,C015,viewed,0.468,0.42,0.317,2025-10-09T20:00:00
I00468,U0189,C025,disliked,0.344,0.14,0.35,2025-10-09T22:00:00
I00469,U0048,C050,viewed,0.336,0.42,,2025-10-10T00:00:00
I00470,U0043,C064,viewed,0.21,0.076,,2025-10-10T02:00:00
I00471,U0223,C036,viewed,0.398,0.63,,2025-10-10T04:00:00
I00472,U0056,C001,viewed,0.212,0.014,,2025-10-10T06:00:00
I00473,U0162,C009,quiz_passed,0.847,1.0,0.779,2025-10-10T08:00:00
I00474,U0014,C018,quiz_passed,0.837,1.0,0.787,2025-10-10T10:00:00
I00475,U0045,C073,viewed,0.522,0.51,0.467,2025-10-10T12:00:00
I00476,U0056,C046,viewed,0.285,0.005,,2025-10-10T14:00:00
I00477,U0242,C044,viewed,0.274,0.09,,2025-10-10T16:00:00
I00478,U0144,C042,completed,0.769,1.0,0.698,2025-10-10T18:00:00
I00479,U0051,C067,completed,0.513,1.0,,2025-10-10T20:00:00
I00480,U0037,C074,completed,0.772,1.0,0.634,2025-10-10T22:00:00
I00481,U0242,C011,quiz_passed,0.76,1.0,0.636,2025-10-11T00:00:00
I00482,U0018,C054,quiz_passed,0.875,1.0,0.778,2025-10-11T02:00:00
I00483,U0147,C048,completed,0.541,1.0,,2025-10-11T04:00:00
I00484,U0244,C071,completed,0.477,1.0,,2025-10-11T06:00:00
I00485,U0094,C003,completed,0.479,1.0,,2025-10-11T08:00:00
I00486,U0142,C050,viewed,0.467,0.56,0.313,2025-10-11T10:00:00
I00487,U0127,C015,completed,0.824,1.0,0.874,2025-10-11T12:00:00
I00488,U0066,C049,quiz_passed,0.862,1.0,0.732,2025-10-11T14:00:00
I00489,U0138,C065,viewed,0.158,0.05,,2025-10-11T16:00:00
I00490,U0241,C042,quiz_passed,0.736,1.0,0.673,2025-10-11T18:00:00
I00491,U0068,C048,viewed,0.281,0.011,,2025-10-11T20:00:00
I00492,U0037,C029,viewed,0.118,0.093,,2025-10-11T22:00:00
I00493,U0112,C073,completed,0.545,1.0,,2025-10-12T00:00:00
I00494,U0046,C066,viewed,0.108,0.006,,2025-10-12T02:00:00
I00495,U0032,C003,quiz_passed,0.755,1.0,0.631,2025-10-12T04:00:00
I00496,U0241,C002,quiz_passed,0.825,1.0,0.621,2025-10-12T06:00:00
I00497,U0173,C051,completed,0.467,1.0,,2025-10-12T08:00:00
I00498,U0136,C018,quiz_passed,0.783,1.0,0.801,2025-10-12T10:00:00
I00499,U0163,C002,quiz_passed,0.803,1.0,0.804,2025-10-12T12:00:00
I00500,U0099,C057,viewed,0.299,0.49,,2025-10-12T14:00:00
I00501,U0181,C009,completed,0.571,1.0,,2025-10-12T16:00:00
I00502,U0158,C058,viewed,0.138,0.099,,2025-10-12T18:00:00
I00503,U0055,C006,viewed,0.283,0.48,,2025-10-12T20:00:00
I00504,U0157,C058,viewed,0.638,0.6,0.597,2025-10-12T22:00:00
I00505,U0012,C074,viewed,0.215,0.091,,2025-10-13T00:00:00
I00506,U0151,C064,completed,0.861,1.0,0.821,2025-10-13T02:00:00
I00507,U0112,C067,viewed,0.456,0.45,0.323,2025-10-13T04:00:00
I00508,U0055,C051,quiz_passed,0.807,1.0,0.638,2025-10-13T06:00:00
I00509,U0178,C025,viewed,0.423,0.28,0.591,2025-10-13T08:00:00
I00510,U0192,C015,completed,0.573,1.0,,2025-10-13T10:00:00
I00511,U0091,C054,disliked,0.32,0.02,0.374,2025-10-13T12:00:00
I00512,U0229,C076,disliked,0.157,0.06,,2025-10-13T14:00:00
I00513,U0245,C053,viewed,0.124,0.019,,2025-10-13T16:00:00
I00514,U0129,C006,quiz_passed,0.741,1.0,0.685,2025-10-13T18:00:00
I00515,U0042,C002,completed,0.775,1.0,0.654,2025-10-13T20:00:00
I00516,U0026,C011,completed,0.518,1.0,,2025-10-13T22:00:00
I00517,U0136,C065,quiz_passed,0.782,1.0,0.764,2025-10-14T00:00:00
I00518,U0121,C011,completed,0.499,1.0,,2025-10-14T02:00:00
I00519,U0088,C057,disliked,0.146,0.1,,2025-10-14T04:00:00
I00520,U0141,C050,quiz_passed,0.832,1.0,0.697,2025-10-14T06:00:00
I00521,U0241,C028,completed,0.54,1.0,,2025-10-14T08:00:00
I00522,U0093,C030,quiz_passed,0.797,1.0,0.78,2025-10-14T10:00:00
I00523,U0019,C010,viewed,0.367,0.47,,2025-10-14T12:00:00
I00524,U0174,C030,disliked,0.167,0.06,,2025-10-14T14:00:00
I00525,U0132,C015,viewed,0.218,0.082,,2025-10-14T16:00:00
I00526,U0004,C048,viewed,0.281,0.022,,2025-10-14T18:00:00
I00527,U0054,C053,completed,0.509,1.0,,2025-10-14T20:00:00
I00528,U0179,C048,completed,0.522,1.0,,2025-10-14T22:00:00
I00529,U0110,C076,viewed,0.359,0.7,,2025-10-15T00:00:00
I00530,U0186,C071,quiz_passed,0.73,1.0,0.642,2025-10-15T02:00:00
I00531,U0204,C075,quiz_passed,0.72,1.0,0.645,2025-10-15T04:00:00
I00532,U0015,C051,completed,0.881,1.0,0.802,2025-10-15T06:00:00
I00533,U0151,C046,completed,0.514,1.0,,2025-10-15T08:00:00
I00534,U0129,C061,completed,0.551,1.0,,2025-10-15T10:00:00
I00535,U0087,C076,quiz_passed,0.775,1.0,0.695,2025-10-15T12:00:00
I00536,U0084,C051,viewed,0.312,0.41,,2025-10-15T14:00:00
I00537,U0191,C046,completed,0.791,1.0,0.613,2025-10-15T16:00:00
I00538,U0131,C053,quiz_passed,0.794,1.0,0.625,2025-10-15T18:00:00
I00539,U0170,C051,quiz_passed,0.821,1.0,0.702,2025-10-15T20:00:00
I00540,U0057,C065,completed,0.712,1.0,0.572,2025-10-15T22:00:00
I00541,U0068,C043,completed,0.519,1.0,,2025-10-16T00:00:00
I00542,U0208,C029,disliked,0.359,0.09,0.46,2025-10-16T02:00:00
I00543,U0007,C065,completed,0.474,1.0,,2025-10-16T04:00:00
I00544,U0083,C043,completed,0.509,1.0,,2025-10-16T06:00:00
I00545,U0212,C053,viewed,0.188,0.0,,2025-10-16T08:00:00
I00546,U0024,C018,viewed,0.479,0.46,0.344,2025-10-16T10:00:00
I00547,U0024,C048,completed,0.498,1.0,,2025-10-16T12:00:00
I00548,U0233,C049,completed,0.561,1.0,,2025-10-16T14:00:00
I00549,U0137,C050,quiz_passed,0.824,1.0,0.843,2025-10-16T16:00:00
I00550,U0072,C064,quiz_passed,0.732,1.0,0.645,2025-10-16T18:00:00
I00551,U0161,C028,quiz_passed,0.815,1.0,0.801,2025-10-16T20:00:00
I00552,U0103,C015,completed,0.563,1.0,,2025-10-16T22:00:00
I00553,U0182,C029,completed,0.79,1.0,0.59,2025-10-17T00:00:00
I00554,U0168,C045,completed,0.708,1.0,0.497,2025-10-17T02:00:00
I00555,U0112,C043,viewed,0.433,0.56,0.34,2025-10-17T04:00:00
I00556,U0204,C029,quiz_passed,0.82,1.0,0.799,2025-10-17T06:00:00
I00557,U0108,C030,quiz_passed,0.772,1.0,0.695,2025-10-17T08:00:00
I00558,U0237,C015,completed,0.707,1.0,0.573,2025-10-17T10:00:00
I00559,U0201,C006,quiz_passed,0.762,1.0,0.75,2025-10-17T12:00:00
I00560,U0100,C053,quiz_passed,0.789,1.0,0.607,2025-10-17T14:00:00
I00561,U0053,C003,completed,0.569,1.0,,2025-10-17T16:00:00
I00562,U0060,C045,completed,0.729,1.0,0.646,2025-10-17T18:00:00
I00563,U0118,C076,completed,0.474,1.0,,2025-10-17T20:00:00
I00564,U0103,C044,viewed,0.149,0.059,,2025-10-17T22:00:00
I00565,U0097,C045,completed,0.516,1.0,,2025-10-18T00:00:00
I00566,U0004,C062,completed,0.526,1.0,,2025-10-18T02:00:00
I00567,U0100,C044,viewed,0.296,0.076,,2025-10-18T04:00:00
I00568,U0192,C048,viewed,0.118,0.046,,2025-10-18T06:00:00
I00569,U0055,C017,completed,0.741,1.0,0.565,2025-10-18T08:00:00
I00570,U0236,C053,quiz_passed,0.817,1.0,0.633,2025-10-18T10:00:00
I00571,U0054,C044,completed,0.751,1.0,0.499,2025-10-18T12:00:00
I00572,U0159,C025,quiz_passed,0.867,1.0,0.765,2025-10-18T14:00:00
I00573,U0087,C076,completed,0.484,1.0,,2025-10-18T16:00:00
I00574,U0137,C045,completed,0.505,1.0,,2025-10-18T18:00:00
I00575,U0188,C047,quiz_passed,0.855,1.0,0.747,2025-10-18T20:00:00
I00576,U0139,C071,quiz_passed,0.791,1.0,0.777,2025-10-18T22:00:00
I00577,U0131,C062,quiz_passed,0.753,1.0,0.643,2025-10-19T00:00:00
I00578,U0052,C078,completed,0.861,1.0,0.832,2025-10-19T02:00:00
I00579,U0193,C025,completed,0.47,1.0,,2025-10-19T04:00:00
I00580,U0160,C043,viewed,0.294,0.073,,2025-10-19T06:00:00
I00581,U0069,C018,disliked,0.296,0.02,0.543,2025-10-19T08:00:00
I00582,U0212,C058,quiz_passed,0.773,1.0,0.681,2025-10-19T10:00:00
I00583,U0017,C065,completed,0.496,1.0,,2025-10-19T12:00:00
I00584,U0189,C054,completed,0.826,1.0,0.672,2025-10-19T14:00:00
I00585,U0188,C062,completed,0.566,1.0,,2025-10-19T16:00:00
I00586,U0098,C011,completed,0.494,1.0,,2025-10-19T18:00:00
I00587,U0191,C072,quiz_passed,0.884,1.0,0.822,2025-10-19T20:00:00
I00588,U0119,C011,completed,0.503,1.0,,2025-10-19T22:00:00
I00589,U0054,C064,disliked,0.292,0.11,0.415,2025-10-20T00:00:00
I00590,U0249,C009,completed,0.471,1.0,,2025-10-20T02:00:00
I00591,U0071,C046,viewed,0.401,0.59,,2025-10-20T04:00:00
I00592,U0078,C046,viewed,0.21,0.06,,2025-10-20T06:00:00
I00593,U0161,C015,completed,0.512,1.0,,2025-10-20T08:00:00
I00594,U0120,C049,completed,0.745,1.0,0.56,2025-10-20T10:00:00
I00595,U0039,C016,completed,0.561,1.0,,2025-10-20T12:00:00
I00596,U0042,C075,completed,0.788,1.0,0.54,2025-10-20T14:00:00
I00597,U0052,C016,completed,0.578,1.0,,2025-10-20T16:00:00
I00598,U0162,C078,quiz_passed,0.837,1.0,0.749,2025-10-20T18:00:00
I00599,U0177,C047,disliked,0.1,0.04,,2025-10-20T20:00:00
I00600,U0053,C001,quiz_passed,0.745,1.0,0.601,2025-10-20T22:00:00
I00601,U0202,C011,disliked,0.316,0.08,0.413,2025-10-21T00:00:00
I00602,U0006,C025,viewed,0.389,0.29,0.44,2025-10-21T02:00:00
I00603,U0019,C062,completed,0.804,1.0,0.777,2025-10-21T04:00:00
I00604,U0212,C019,viewed,0.182,0.066,,2025-10-21T06:00:00
I00605,U0144,C016,viewed,0.28,0.1,,2025-10-21T08:00:00
I00606,U0131,C042,viewed,0.408,0.68,,2025-10-21T10:00:00
I00607,U0216,C066,viewed,0.275,0.043,,2025-10-21T12:00:00
I00608,U0163,C048,quiz_passed,0.813,1.0,0.785,2025-10-21T14:00:00
I00609,U0153,C025,completed,0.784,1.0,0.571,2025-10-21T16:00:00
I00610,U0177,C053,completed,0.78,1.0,0.69,2025-10-21T18:00:00
I00611,U0046,C066,disliked,0.353,0.08,0.52,2025-10-21T20:00:00
I00612,U0028,C045,completed,0.507,1.0,,2025-10-21T22:00:00
I00613,U0194,C076,completed,0.478,1.0,,2025-10-22T00:00:00
I00614,U0100,C042,completed,0.568,1.0,,2025-10-22T02:00:00
I00615,U0061,C005,completed,0.569,1.0,,2025-10-22T04:00:00
I00616,U0113,C002,completed,0.462,1.0,,2025-10-22T06:00:00
I00617,U0097,C076,completed,0.558,1.0,,2025-10-22T08:00:00
I00618,U0142,C029,viewed,0.414,0.29,0.343,2025-10-22T10:00:00
I00619,U0013,C063,viewed,0.209,0.066,,2025-10-22T12:00:00
I00620,U0079,C076,viewed,0.12,0.006,,2025-10-22T14:00:00
I00621,U0178,C048,quiz_passed,0.808,1.0,0.734,2025-10-22T16:00:00
I00622,U0084,C045,completed,0.701,1.0,0.535,2025-10-22T18:00:00
I00623,U0030,C049,viewed,0.158,0.031,,2025-10-22T20:00:00
I00624,U0064,C058,viewed,0.339,0.62,,2025-10-22T22:00:00
I00625,U0209,C065,completed,0.462,1.0,,2025-10-23T00:00:00
I00626,U0066,C057,completed,0.76,1.0,0.722,2025-10-23T02:00:00
I00627,U0170,C054,completed,0.575,1.0,,2025-10-23T04:00:00
I00628,U0101,C002,completed,0.508,1.0,,2025-10-23T06:00:00
I00629,U0146,C004,quiz_passed,0.723,1.0,0.647,2025-10-23T08:00:00
I00630,U0021,C042,viewed,0.559,0.58,0.432,2025-10-23T10:00:00
I00631,U0122,C065,disliked,0.276,0.13,0.384,2025-10-23T12:00:00
I00632,U0229,C074,completed,0.487,1.0,,2025-10-23T14:00:00
I00633,U0218,C047,viewed,0.158,0.008,,2025-10-23T16:00:00
I00634,U0053,C074,completed,0.505,1.0,,2025-10-23T18:00:00
I00635,U0001,C028,viewed,0.181,0.024,,2025-10-23T20:00:00
I00636,U0152,C053,completed,0.815,1.0,0.596,2025-10-23T22:00:00
I00637,U0096,C006,completed,0.53,1.0,,2025-10-24T00:00:00
I00638,U0227,C075,completed,0.706,1.0,0.496,2025-10-24T02:00:00
I00639,U0049,C042,viewed,0.257,0.066,,2025-10-24T04:00:00
I00640,U0086,C025,viewed,0.262,0.057,,2025-10-24T06:00:00
I00641,U0084,C005,completed,0.573,1.0,,2025-10-24T08:00:00
I00642,U0067,C016,viewed,0.256,0.045,,2025-10-24T10:00:00
I00643,U0119,C002,completed,0.831,1.0,0.724,2025-10-24T12:00:00
I00644,U0181,C044,completed,0.513,1.0,,2025-10-24T14:00:00
I00645,U0204,C076,quiz_passed,0.868,1.0,0.755,2025-10-24T16:00:00
I00646,U0191,C001,quiz_passed,0.846,1.0,0.873,2025-10-24T18:00:00
I00647,U0126,C047,completed,0.512,1.0,,2025-10-24T20:00:00
I00648,U0057,C030,completed,0.544,1.0,,2025-10-24T22:00:00
I00649,U0248,C057,completed,0.509,1.0,,2025-10-25T00:00:00
I00650,U0246,C003,completed,0.856,1.0,0.751,2025-10-25T02:00:00
I00651,U0154,C011,viewed,0.347,0.59,,2025-10-25T04:00:00
I00652,U0153,C028,viewed,0.265,0.09,,2025-10-25T06:00:00
I00653,U0064,C028,quiz_passed,0.831,1.0,0.858,2025-10-25T08:00:00
I00654,U0212,C030,viewed,0.213,0.099,,2025-10-25T10:00:00
I00655,U0008,C043,viewed,0.227,0.058,,2025-10-25T12:00:00
I00656,U0038,C030,completed,0.462,1.0,,2025-10-25T14:00:00
I00657,U0083,C028,quiz_passed,0.823,1.0,0.687,2025-10-25T16:00:00
I00658,U0215,C075,viewed,0.206,0.061,,2025-10-25T18:00:00
I00659,U0084,C006,disliked,0.202,0.07,,2025-10-25T20:00:00
I00660,U0040,C016,viewed,0.504,0.65,0.312,2025-10-25T22:00:00
I00661,U0240,C057,completed,0.499,1.0,,2025-10-26T00:00:00
I00662,U0019,C036,completed,0.784,1.0,0.657,2025-10-26T02:00:00
I00663,U0037,C010,disliked,0.111,0.11,,2025-10-26T04:00:00
I00664,U0234,C075,completed,0.578,1.0,,2025-10-26T06:00:00
I00665,U0084,C030,viewed,0.222,0.27,,2025-10-26T08:00:00
I00666,U0207,C045,viewed,0.389,0.62,,2025-10-26T10:00:00
I00667,U0032,C071,completed,0.541,1.0,,2025-10-26T12:00:00
I00668,U0207,C072,quiz_passed,0.813,1.0,0.657,2025-10-26T14:00:00
I00669,U0024,C042,completed,0.535,1.0,,2025-10-26T16:00:00
I00670,U0030,C042,viewed,0.511,0.5,0.418,2025-10-26T18:00:00
I00671,U0033,C002,completed,0.746,1.0,0.582,2025-10-26T20:00:00
I00672,U0049,C002,completed,0.514,1.0,,2025-10-26T22:00:00
I00673,U0146,C076,completed,0.537,1.0,,2025-10-27T00:00:00
I00674,U0131,C070,viewed,0.196,0.038,,2025-10-27T02:00:00
I00675,U0215,C030,quiz_passed,0.744,1.0,0.662,2025-10-27T04:00:00
I00676,U0106,C065,completed,0.571,1.0,,2025-10-27T06:00:00
I00677,U0123,C061,completed,0.897,1.0,0.853,2025-10-27T08:00:00
I00678,U0071,C046,viewed,0.175,0.083,,2025-10-27T10:00:00
I00679,U0055,C002,completed,0.471,1.0,,2025-10-27T12:00:00
I00680,U0164,C051,completed,0.573,1.0,,2025-10-27T14:00:00
I00681,U0163,C008,completed,0.551,1.0,,2025-10-27T16:00:00
I00682,U0240,C042,quiz_passed,0.863,1.0,0.881,2025-10-27T18:00:00
I00683,U0065,C044,viewed,0.246,0.004,,2025-10-27T20:00:00
I00684,U0128,C001,completed,0.567,1.0,,2025-10-27T22:00:00
I00685,U0061,C011,completed,0.481,1.0,,2025-10-28T00:00:00
I00686,U0054,C018,viewed,0.35,0.21,0.319,2025-10-28T02:00:00
I00687,U0058,C057,viewed,0.454,0.28,0.41,2025-10-28T04:00:00
I00688,U0069,C015,completed,0.845,1.0,0.784,2025-10-28T06:00:00
I00689,U0168,C045,viewed,0.113,0.03,,2025-10-28T08:00:00
I00690,U0093,C028,completed,0.757,1.0,0.739,2025-10-28T10:00:00
I00691,U0114,C044,completed,0.682,1.0,0.49,2025-10-28T12:00:00
I00692,U0054,C066,completed,0.505,1.0,,2025-10-28T14:00:00
I00693,U0222,C051,viewed,0.106,0.055,,2025-10-28T16:00:00
I00694,U0100,C065,quiz_passed,0.839,1.0,0.652,2025-10-28T18:00:00
I00695,U0121,C016,completed,0.552,1.0,,2025-10-28T20:00:00
I00696,U0163,C018,quiz_passed,0.856,1.0,0.717,2025-10-28T22:00:00
I00697,U0080,C043,quiz_passed,0.398,0.14,0.62,2025-10-29T00:00:00
I00698,U0096,C016,completed,0.878,1.0,0.763,2025-10-29T02:00:00
I00699,U0073,C025,completed,0.547,1.0,,2025-10-29T04:00:00
I00700,U0057,C063,completed,0.763,1.0,0.666,2025-10-29T06:00:00
I00701,U0004,C015,viewed,0.127,0.037,,2025-10-29T08:00:00
I00702,U0164,C047,quiz_passed,0.784,1.0,0.652,2025-10-29T10:00:00
I00703,U0199,C025,quiz_passed,0.903,1.0,0.834,2025-10-29T12:00:00
I00704,U0063,C051,viewed,0.337,0.62,,2025-10-29T14:00:00
I00705,U0138,C043,completed,0.488,1.0,,2025-10-29T16:00:00
I00706,U0133,C075,completed,0.66,1.0,0.456,2025-10-29T18:00:00
I00707,U0136,C042,viewed,0.226,0.052,,2025-10-29T20:00:00
I00708,U0039,C075,viewed,0.416,0.33,0.44,2025-10-29T22:00:00
I00709,U0246,C003,completed,0.833,1.0,0.727,2025-10-30T00:00:00
I00710,U0118,C029,completed,0.824,1.0,0.693,2025-10-30T02:00:00
I00711,U0082,C043,completed,0.557,1.0,,2025-10-30T04:00:00
I00712,U0119,C005,completed,0.697,1.0,0.568,2025-10-30T06:00:00
I00713,U0220,C067,completed,0.523,1.0,,2025-10-30T08:00:00
I00714,U0217,C067,viewed,0.217,0.31,,2025-10-30T10:00:00
I00715,U0008,C029,completed,0.74,1.0,0.626,2025-10-30T12:00:00
I00716,U0008,C046,viewed,0.217,0.013,,2025-10-30T14:00:00
I00717,U0106,C048,viewed,0.187,0.07,,2025-10-30T16:00:00
I00718,U0130,C017,quiz_passed,0.834,1.0,0.786,2025-10-30T18:00:00
